V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;GASTOS;GASTOSNOP;GASTOPNOP
8789005;451;451;2;1992;72027;5469154;1144266;0;0;104047;43423;272192;4989;176251;22726;15254;0;18285;19346;313445;0;0;154302;1353196;622726;40737301;4324888;25;0;25;0;0;0;26;0;0;8;17;0;0;0;0;0;0;8;17;1347652;329690;1677342;253167;0;0;1930510;695574;2842058;35196119;1768816;35196119;35268146;36904236;391226;39318468
8789006;451;451;2;1992;50053;3800600;795168,5;0;0;72304;30176;189151;3468;122481;15793;10601;1;12708;13444;217819;0;0;107228,5;940357;432742;28308973;3005431,5;19;0;19;0;0;1;19;0;0;6;13;0;0;0;0;1;0;7;13;936505;229107;1165612;175929,92;0;0;1341540,92;483366;1974991;24458321,04;1229178,5;24458321;24508374;25645318;271870;27323004
3381855;466;466-469;9;2004;0;878232;175672;0;0;17561;1404;60635;2284;362;10241;1314;1794;0;0;5416;55680;0;18977;252591;125402;2328882;702560;9;0;8;1;0;0;9;0;0;4;4;1;0;0;0;0;0;5;4;233019;66071;294970;53889;0;19572;368431;273664;156624;1450650;215144;1450650;1450650;1645299;113975;2189849
3381856;466;466-469;9;2004;0;635962;127211,5;0;0;12717;1017;43909;1655;263;7417;953;1300;0;0;3922;40320;0;13742,5;182911;90809;1686433;508750,5;7;0;6;1;0;0;7;0;0;3;3;1;0;0;0;0;0;4;3;168738;47846;213599;39024,44;0;14173;266796,44;198172;113419;1050471;155795,5;1050471;1050471;1191425;82535;1585754
1032165;4711-472;471-472;7;2010;0;10733566;4354340;0;7765;63489;0;3928968;0;9155;107677;31504;24479;44082;61856;18598;0;0;56762;682506;288258;18872004;6379225;25;0;25;0;0;0;25;0;0;14;10;0;0;0;0;0;0;14;10;675797;156210;832007;113740;0;0;945747;3956106;3475678;8138437;3715892;8138437;8138437;12796274;2550252;16367461
1032166;4711-472;471-472;7;2010;0;8097252;3284854,5;0;5858;47896;0;2963959;0;6908;81231;23767;18468;33256;46665;14031;0;0;42820,5;514874;217459;14236775;4812398,5;19;0;19;0;0;1;20;0;0;11;9;0;0;0;0;1;0;12;9;509812;117843;627655;85804,64;0;0;713459,64;2984432;2622003;6139524;2803217,5;6139524;6139524;9653331;1923876;12347383
3348415;4772;476 - 477;2;1985;0;1867487;570767;0;0;159146;69476;103993;13933;9373;20318;11590;2723;21187;32512;54672;0;0;71839;465652;161870;3735382;1296719;11;0;11;0;0;0;11;0;0;7;3;0;0;0;0;0;0;7;3;465652;86531;552184;65221;0;0;617405;496131;496131;1867894;496131;1867894;1867894;2640000;654;3276057
3348416;4772;476 - 477;2;1985;0;1467312;448461;0;0;125044;54590;81710;10949;7366;15965;9107;2140;16647;25546;42957;0;0;56445;365871;127184;2934943;1018852;10;0;10;0;0;0;10;0;0;7;4;0;0;0;0;0;0;7;4;365871;67989;433859;51245,72;0;0;485104,72;389818;389818;1467632;389818;1467632;1467632;2074287;514;2574045
3404305;4773;476 - 477;7;2010;0;12528020;10853500;0;46694;178167;8265192;432769;0;23579;7467;27654;1189;444217;780672;8034;357021;22004;258835;459622;219300;18250928;1674519;8;0;8;0;0;0;8;0;0;4;3;0;0;0;0;0;0;4;3;459622;123830;583453;83147;0;0;666601;5831769;10549656;5722907;8190713;5722907;5722907;17265223;1309690;19366586
3404306;4773;476 - 477;7;2010;0;10250199;8880137,5;0;38205;145774;6762431;354085;0;19293;6110;22627;973;363451;638733;6574;292109;18004;211774,5;376055;179429;14932578;1370062,5;7;0;7;0;0;0;7;0;0;5;3;0;0;0;0;0;0;5;3;376055;101317;477371;68031,08;0;0;545401,08;4771449;8631537;4682380;6701492,5;4682380;4682380;14126092;1071565;15845389
1657751;451;451;4;1992;881166;31519663;9124168,5;462;0;708606;271857;3182025;291347;479057;288026;87782;38358;440742;906380;759682;0;108576;1478117,5;8934479;3453075;234448156,4;22395494,5;212;0;212;0;3;6;221;0;0;85;127;0;0;3;0;0;6;88;133;8858692;1716023;10574715;1465520,88;83151;0;12040235,88;20148700;20008618;202622309;20078659;202622309;203503475;216157849;4087813;233114576
1888793;451;451;4;1992;791571;27940801;1264560;322;0;97765;117136;193365;43255;108167;188617;33814;18956;326;160221;184426;0;0;118190;1281751;557361;103330287,7;26676241;62;0;62;0;0;2;64;0;0;15;47;0;0;0;0;0;2;15;49;1253911;250656;1504567;245544,6;0;0;1750111,6;4135572;3268435;73158747,21;3702003,5;73158747;73950318;76357725;458363;78849924
1767958;451;451;4;1964;2791983;19977904;6051289,5;7493;2444;766301;146510;714791;232315;294923;298620;437597;21181;214831;1895114;524643;111904;0;382622,5;6085264;2492205;97852173,27;13926614,5;202;0;16;186;0;10;212;0;0;3;13;61;125;0;0;4;6;68;144;703569;1394498;828984;940545,8;0;5279345;7048874,8;28729670;19209879;76006741,12;23969774,5;76006741;78798724;86293788;2303988;98041310
1009453;451;451;4;2005;189487;4897236;2093842;0;0;17754;99309;504011;45075;0;118074;10336;9392;3291;195458;914861;0;0;176281;797382;292704;33747773;2803394;23;0;23;0;0;1;24;0;0;7;16;0;0;0;0;0;1;7;17;784738;133074;917812;140582,72;0;0;1058394,72;1417653;2258873;28661050,1;1838263;28661050;28850537;31386313;443471;32971705
1767737;451;451;4;1974;576544;3668451;1258209;835;0;314648;34525;79894;66326;7369;58378;36184;22401;21599;200866;106236;0;0;308948;1676466;562152;23556359,62;2410242;64;0;5;59;0;3;67;0;0;0;5;20;39;0;0;0;3;20;47;422529;296392;499050;223085,2;0;1222037;1944172,2;5927820;6021433;19251097,1;5974626,5;19251097;19827641;21835439;558107;25005341
1888522;451;451;4;1992;178265;1815191;197847,5;0;0;1000;0;1400;9927;30020;19900;916;1965;56002;57210;5748;0;0;13759,5;255568;98846;5937946;1617343,5;9;0;9;0;0;0;9;0;0;5;4;0;0;0;0;0;0;5;4;255568;56648;312216;36005,52;0;0;348221,52;1472545;1399836;3944490,124;1436190,5;3944490;4122755;4345206;128320;4834153
1219080;451;451;5;1963;0;287705273;117478287;0;560606;1809696;20242747;8979860;1849973;4720748;3300860;2344565;407297;11668642;28862796;3157354;0;1730677;15616109;53559324;15528970;1411921446;170226986;1221;0;1022;199;0;45;1266;0;0;416;606;81;118;0;0;25;20;522;744;49449272;4878610;53981247;9077834,08;0;3629605;66688686,08;400178197;533778103;1124216173;466978150;1124216173;1124216173;1263836594;144681523;1488494864
1223404;451;451;5;1995;0;223528544;57189338;78387;0;3075792;1704106;23269187;988837;4688352;2197866;1709020;284451;5837300;4824273;2806715;0;933187;3394600;58817582;25921482;1410552078;166339206;1385;0;1372;13;0;41;1426;0;0;591;781;8;5;0;0;21;20;620;806;57988657;11875890;69824142;12127424;0;185600;82137166;120629464;303803132;1187023534;212216298;1187023534;1187023534;1261385343;74411784;1458001941
1223270;451;451;5;2000;7702994;169580765;39234713;67909;121940;1999649;7075049;886570;1103206;1249374;1078120;350306;152317;5679264;13687051;1406651;0;0;4034206;22032281;8698508;1097163873;130346052;378;0;377;1;0;17;395;0;0;135;242;0;1;0;0;7;10;142;253;21827666;4520185;26341627;3594708,36;0;30469;29966804,36;248443626;236911806;920272844;242677716;920272844;927975838;977093484;81186018;1091335147
1887690;451;451;5;1991;10322562;135363405;27195081;22374;0;3760764;762016;5463177;769393;838536;486597;138713;97899;709362;1419195;918581;0;0;11700168;19114526;7638848;947608346,2;108168324;392;0;391;1;4;9;405;0;0;126;265;0;1;4;0;1;8;131;274;18964491;4142497;23100593;2861784,2;108306;29069;25991446,2;103520658;124629141;801312997,1;114074899,5;801312997;811635559;860422542;364322;891086715
1217753;451;451;5;1967;7230149;116178903;29881579,5;20088;0;1383769;469336;1808025;1254666;2930994;1076323;599715;218524;1438353;6167634;1156978;0;661255;4181772,5;19448282;6796843;695109884;86297323,5;484;0;484;0;0;11;495;0;0;145;339;0;0;0;0;10;1;155;340;19296500;3403767;22700267;2880287,36;0;0;25580554,36;316976178;192778416;571700832;254877297;571700832;578930981;614187982;68020935;709814945
1217672;451;451;5;1979;10998114;104057994;39510582,5;17604;0;705892;3374283;7809014;820584;2197608;1126559;560392;176351;2736706;3687395;2610263;0;0;6690628,5;26115409;10464981;679319482;64547411,5;520;0;276;244;228;8;756;0;0;137;139;75;169;103;125;2;6;317;439;16827701;5201901;19938415;4493580,08;6997303;9204637;33636632,08;81269786;116924906;564263374,1;99097346;564263374;575261488;625058473;27010933;696884781
1659150;451;451;5;1958;7320887;158360286;37529615,5;0;0;4322733;4753394;1142069;1485858;800058;927205;165931;153228;7386124;8334431;792592;0;0;4314014,5;13050452;5564068;571590105;120830670,5;381;0;351;30;41;0;422;0;0;133;218;11;19;13;28;0;0;157;265;12567746;2716489;15193148;2398138,12;1384496;482706;18073992,12;192864915;299467173;405908932;246166044;405908932;413229819;456517219;103457702;583612651
1887660;451;451;5;1966;96758;69392267;6839916;0;0;2067856;0;428675;254623;480429;338117;3539;45566;756002;1503444;961665;0;0;0;14294522;5961990;488416616,9;62552351;263;0;263;0;0;11;274;0;0;85;178;0;0;0;0;5;6;90;184;14138782;3442036;17580818;2171441,92;0;0;19752259,92;20497996;16286035;419384821;18392015,5;419384821;419481579;430718833;13941144;465121229
1567808;451;451;5;1954;6994729;73249941;22119783;18958;0;718016;235615;9187269;485535;2827847;1388963;88816;153034;1716672;1384005;1649571;0;0;271424;17892123;6900761;402374628;51130158;520;0;504;16;0;27;547;0;0;118;386;10;6;0;0;9;18;137;410;16795153;1848542;18547172;4568451,8;0;746085;23861708,8;59318884;76207298;322129958,1;67763091;322129958;329124687;353087300;12389418;391702990
1887672;451;451;5;1967;4773383;56469909;19003831;9385;0;3478142;405804;4529323;396798;227064;639315;219769;121725;365102;2155104;972857;0;97738;5385705;14132464;5532733;312556225;37466078;446;0;446;0;0;13;459;0;0;155;291;0;0;0;0;4;9;159;300;13957188;3039876;16997064;2117786,36;0;0;19114850,36;54853849;61599000;251312933,1;58226424,5;251312933;256086316;284742059;8780092;315675037
1227833;451;451;5;2008;0;6130892;1446516;0;0;636018;0;104697;47501;3675;9142;18781;4048;5301;0;441175;0;0;176178;1166647;465533;276737087;4684376;14;0;14;0;0;1;15;0;0;7;7;0;0;0;0;0;1;7;8;1153886;244565;1398451;186893,12;0;0;1585344,12;21857620;3731304;270606195;12794462;270606195;270606195;273652828;497310;275789957
1225992;451;451;5;2006;3651742;34195099;14472938;6177;0;1627841;580210;3407961;341407;1246120;229032;174897;56463;585278;4730607;567955;0;0;829197;8228157;3014641;265365585,6;19722161;191;0;191;0;3;8;202;0;0;62;129;0;0;2;1;1;7;65;137;8139311;1365461;9504772;1424313,68;89793;0;10929085,68;212424796;94717541;226981649;153571168,5;226981649;230633391;248108543;50649271;310681399
1217742;451;451;5;1972;7168032;31287900;8247359,5;7657;368;740558;366518;1138763;1203802;1382136;398004;260106;30740;735470;654027;379883;0;0;949327,5;12896447;5100057;257895008;23040540,5;294;0;273;21;0;11;305;0;0;99;174;3;18;0;0;1;10;103;202;12253787;2617095;14766198;2148892,88;0;488380;17403470,88;62983183;45302559;219439076,1;54142871;219439076;226607108;238390392;7911571;265980799
1220449;451;451;5;1953;4171200;50993995;8892475;0;32000;358765;0;2679739;344269;927830;378053;210759;38451;111573;1573011;854017;0;0;1384008;13927267;5325494;228619405;42101520;316;1;316;0;0;9;326;1;0;91;225;0;0;0;0;0;9;92;234;13846769;2445339;16292108;2429551;0;0;18721659;74989250;48912939;173454210,1;61951094,5;173454210;177625410;189533797;5999871;216189199
991057;451;451;5;2010;1305617;26924064;14039061,5;0;0;2353495;83953;4821540;163700;223951;1657147;115306;12588;451621;1710441;728164;0;110972;1606183,5;6854935;2660398;226254491,6;12885002,5;174;0;174;0;0;7;181;0;0;49;125;0;0;0;0;2;5;51;130;6757289;1216110;7973399;1231973,52;0;0;9205372,52;54024866;60884257;198509817;57454561,5;198509817;199815434;218912872;8118448;238627480
1217682;451;451;5;1946;2364799;26860818;5032430,5;21531;0;223631;98797;2317071;200415;275235;116780;48151;43369;346169;266122;656623;0;59611;358925,5;4998072;1967961;197720227,3;21828387,5;99;0;99;0;0;4;103;0;0;35;64;0;0;0;0;0;4;35;68;4949371;1003493;5952864;821248;0;0;6774112;5459931;13413169;167964682,3;9436550;167964682;170329481;177123818;1814061;186091441
1007661;451;451;5;1994;3638449;36897211;11811397,5;7737;0;167435;547738;2064000;368996;567168;872131;582691;59889;243791;764522;912821;0;0;1089777,5;5725756;2082337;194336223,8;25085813,5;153;0;11;142;140;4;297;0;0;7;4;77;65;51;89;3;1;138;159;1369625;1190715;1657246;763020,8;3562701;4300451;6720717,8;35733414;30854940;154288952,1;33294177;154288952;157927401;168927116;6876298;187260970
1217731;451;451;5;1998;2121390;32871963;14580239,5;0;77040;2645916;0;1192827;1286807;663049;207555;234548;14081;72097;1312253;1737833;0;650314;861506,5;10290900;4482317;182376106,5;18291723,5;104;0;103;1;7;5;116;0;0;70;33;1;0;4;3;2;3;77;39;10195124;1821632;12012712;2323950,84;539979;19836;14356498,84;192809569;353493228;146854451;273151398,5;146854451;148975841;161561059;18329897;195355998
1888429;451;451;5;1986;2175143;30164463;11112397;13882;0;734925;494042;2576379;502381;485050;1256016;149456;213328;366036;1109609;1463284;0;1042571;359678;11944272;4984193;163651781;19052066;306;4;306;0;12;9;331;2;2;91;215;0;0;3;9;0;9;96;235;11820789;2861849;14682638;1820655,2;345760;0;16503293,2;26584239;29497134;131312175,1;28040686,5;131312175;133487318;147410662;7866168;173240680
1887657;451;451;5;1932;863389;26654527;11571215,5;12867;0;2312432;566666;1116303;229947;686283;619960;419363;71610;534814;1016454;744654;0;1605256;556804,5;8000583;3142866;160009349,7;15083311,5;223;0;223;0;0;12;235;0;0;79;144;0;0;0;0;4;8;83;152;7840873;1655953;9496826;1289689,96;0;0;10786515,96;23839991;29872607;132983459;26856299;132983459;133846848;147790827;10146165;170199423
1659199;451;451;5;1997;1096464;22711882;8495495;38;0;348596;284635;2231097;117644;419939;408279;186428;21941;74141;818209;2514015;0;0;1070533;7124625;2872057;153832444;14216387;228;0;228;0;0;6;234;0;0;85;143;0;0;0;0;4;2;89;145;7046643;1615714;8662357;1088561,96;0;0;9750918,96;24917613;22742028;130024098;23829820,5;130024098;131120562;142234249;3315848;155900651
1887658;451;451;5;1974;1818601;31696733;8294215,5;41165;0;1118894;689469;936525;366624;603804;545691;84845;74915;326592;2101499;375388;0;0;1028804,5;9364183;3936016;148630032;23402517,5;259;0;34;225;0;8;267;0;0;8;26;74;151;0;0;0;8;82;185;1852875;2071403;2267156;1620826,52;0;7411499;11299481,52;24802526;35799386;115114698,1;30300956;115114698;116933299;128550022;4852629;147926451
1767664;451;451;5;1974;2327843;14822583;4263116;11995;0;377709;82824;1078706;226013;107226;231842;79674;33846;165245;334663;451095;586;0;1081692;6017963;2838551;143265496,6;10559467;177;0;176;1;0;7;184;0;0;76;100;0;1;0;0;1;6;77;107;5908164;1642046;7541936;1054444,76;0;35124;8631504,76;8353780;11772695;125590912,2;10063237,5;125590912;127918755;134083563;3475643;147365597
1568078;451;451;5;1969;1039136;23466777;7832577,5;5967;0;351537;358622;911056;778947;841293;625862;180013;84230;214161;587728;315164;0;0;1436481,5;7280760;2921917;134624023;15634199,5;200;0;42;158;39;10;249;0;0;13;29;49;109;17;22;2;8;81;168;2019974;1567293;2460934;1170744,64;1141516;5159566;8791244,64;27742404;32091862;110612825;29917133;110612825;111651961;121424715;5042121;138197979
1891534;451;451;5;1980;496474;19137432;7658311,5;0;0;1493817;797443;2922025;131601;329659;239012;56564;27045;271405;816882;282290;0;0;290568,5;4605592;1982510;132598513,4;11479120,5;142;0;142;0;0;6;148;0;0;57;85;0;0;0;0;1;5;58;90;4534175;1066716;5600891;788783,2;0;0;6389674,2;19355259;17581633;112441579;18468446;112441579;112938053;122925455;2711110;132973998
1217721;451;451;5;1995;0;19017315;4697418;1;0;294265;971469;1165777;64336;35518;98385;98725;29475;160819;205353;476161;0;0;1097134;4514798;1340901;127512742,5;14319897;190;3;190;0;0;10;203;1;2;113;77;0;0;0;0;6;4;120;83;4361498;819937;5181435;423767,04;0;0;5605202,04;21533157;21675432;108990896;21604294,5;108990896;108990896;116364601;0;122899149
1226564;451;451;5;1996;768510;14106268;1548670,5;0;0;93840;40785;584845;22976;51038;20809;83433;2937;7222;386833;99285;6483;0;58558,5;2190008;874368;122307257;12557597,5;49;1;49;0;3;2;55;0;1;22;27;0;0;2;1;0;2;24;31;2172560;435176;2607736;372632,64;89626;0;2980368,64;3591537;5223269;107432479,2;4407403;107432479;108200989;111263832;116536;114985415
1008460;451;451;5;2000;1683743;20803825;6479491;8729;0;423273;184619;774252;248427;663583;644506;153922;35806;174527;661349;403222;0;0;248922;5114954;2077383;115563721;14324334;133;0;32;101;62;6;201;0;0;20;12;15;86;21;41;0;6;56;145;1254915;1034115;1513105;891404,4;1854354;3792804;6197313,4;13519083;18351782;93076153,11;15935432,5;93076153;94759896;101250689;1754042;112917213
1567796;451;451;5;1988;4220719;21559113;6130874,5;1692;0;787530;193383;2517097;453436;287483;402943;103459;51706;76421;378659;536912;0;0;340153,5;6967590;2846712;113852059;15428238,5;206;0;201;5;0;7;213;0;0;83;118;2;3;0;0;0;7;85;128;6715392;1521736;8204652;1143051,04;0;161717;9509420,04;20315667;20286481;88072227,21;20301074;88072227;92292946;100288191;25877352;136676638
1768300;451;451;5;1991;934277;16700840;2094764;6936;0;420747;140124;587506;89172;181843;64270;14152;33670;79228;255475;113139;0;0;108502;2409844;1099661;101028515;14606076;56;0;1;55;0;2;58;0;0;0;1;20;35;0;0;0;2;20;38;143092;530918;175176;487376,12;0;2243782;2906334,12;6225504;9970377;83393398,12;8097940,5;83393398;84327675;87621915;2601342;94108288
1768280;451;451;5;1996;854236;11468888;3763612,5;4566;0;102930;208981;1767327;93521;148191;157825;80633;23584;31059;719026;127953;0;0;298016,5;3191226;1090312;99176254,16;7705275,5;173;0;173;0;0;3;176;0;0;69;104;0;0;0;0;0;3;69;107;3149466;539918;3689384;472291,92;0;0;4161675,92;12863959;9067434;86333643,08;10965696,5;86333643;87187879;91785872;2817812;99331943
1217666;451;451;5;1972;1617825;17806784;2750870,5;0;0;279024;0;357933;147681;0;8275;42161;1994;212114;0;21341;0;0;1552592,5;1416109;646724;95716050;15055913,5;20;0;20;0;4;1;25;0;0;14;6;0;0;1;3;0;1;15;10;1413789;373333;1787122;223865,16;127755;0;2010987,16;6284429;8041370;76291441,23;7162899,5;76291441;77909266;83415497;6364886;92008216
1226690;451;451;5;2008;576921;19447305;8572317,5;19046;0;687151;0;4419123;171574;381756;178371;103334;36037;36285;1172441;474514;0;0;892685,5;5323062;2274733;91540751,14;10874987,5;185;0;158;27;0;9;194;0;0;59;99;14;13;0;0;0;9;73;121;4638840;1205104;5753149;934520,04;0;377979;7065648,04;119826188;70997847;70997847,01;95412017,5;70997847;71574768;82073488;3480424;93159262
1888896;451;451;5;1997;851995;17180409;4833615,5;0;0;215146;364954;330047;276180;459001;163975;102185;21583;1074553;328075;374975;0;0;1122941,5;4603040;1784584;91034573,51;12346793,5;98;0;98;0;0;6;104;0;0;36;62;0;0;0;0;0;6;36;68;4523000;932566;5455566;726593,68;0;0;6182159,68;39108273;21812501;73501503,03;30460387;73501503;74353498;80810401;2157595;90656121
988862;451;451;5;2008;3461213;17954831;6050683,5;0;0;748364;8207;1454429;50620;341644;661948;138480;31646;206419;1027550;760803;0;0;620573,5;4325464;1635637;89078913,3;11904147,5;124;0;124;0;0;5;129;0;0;53;71;0;0;0;0;2;3;55;74;4277309;770222;5047531;742590,2;0;0;5790121,2;5740702;7010604;68162410,54;6375653;68162410;71623623;79538854;2601452;88559789
1222338;451;451;5;1998;1949458;11447504;2289402;6676;0;357863;72356;210055;68622;151959;205170;110896;12559;43459;282632;376587;0;0;390568;4109328;1671069;74707860;9158102;119;4;119;0;0;5;128;3;1;70;49;0;0;0;0;3;2;76;52;4054286;915261;4969547;652279,12;0;0;5621826,12;8879951;9814231;61310898,21;9347091;61310898;63260356;66916130;2080959;75018052
1217745;451;451;5;1988;711864;11921796;3870150,5;15739;0;192795;453787;1607377;222180;201201;145525;92289;16328;39875;300082;133803;0;0;394062,5;3066449;1333485;71635100,05;8051645,5;88;0;88;0;2;1;91;0;0;30;58;0;0;1;1;0;1;31;60;3055580;736551;3792131;518910,32;55107;0;4311041,32;14659395;8469601;58484871,06;11564498;58484871;59196735;64526714;5312340;74359162
1768146;451;451;5;1966;8562393;13501202;3622216;93;0;349882;28665;273304;196060;385265;91598;218252;36830;18280;803571;339897;103023;0;576569;3644285;1574347;70060133;9878986;113;0;113;0;7;2;122;0;0;42;71;0;0;3;4;0;2;45;77;3622680;891053;4513733;586697,36;200927;0;5100430,36;14051069;15085850;47996538,59;14568459,5;47996538;56558931;61127159;3605801;70401135
1217708;451;451;5;1949;1845307;11264785;5057385;15503;0;344567;652165;1389509;296153;549488;228148;113549;15443;91869;764068;239276;0;0;357647;4274197;1583738;64974439;6207400;116;0;116;0;0;6;122;0;0;48;68;0;0;0;0;1;5;49;73;4201574;759109;4960683;712412,84;0;0;5673095,84;12462360;9007181;51864347,17;10734770,5;51864347;53709654;60369140;4943042;71665830
1229844;451;451;5;2017;320019;7236055;1386810;0;0;162502;582951;138100;27901;2813;133000;2500;12000;35019;109300;45312;0;0;135412;1145540;428785;63314537;5849245;20;0;20;0;0;1;21;0;0;8;12;0;0;0;0;0;1;8;13;1135100;222988;1358088;179125,88;0;0;1537213,88;1391924;6552934;55758463,08;3972429;55758463;56078482;58323671;337190;60519775
1660633;451;451;5;2003;0;12854668;10270649,5;0;41772;1171138;618863;1414609;235422;68810;154227;415355;16062;1873515;1854909;158597;0;1935183;312187,5;2244110;870104;61904817;2584018,5;51;0;51;0;0;0;51;0;0;12;39;0;0;0;0;0;0;12;39;2244110;436948;2681058;373017,6;0;0;3054075,6;35302204;28901244;49050149;32101724;49050149;49050149;60339140;181130;63862397
1568993;451;451;5;2006;267835;8633336;4314964;0;0;97120;0;1555412;89273;316058;250543;28395;24897;142605;710681;28388;0;0;471421;2726999;1061097;59754700;4318372;81;0;81;0;14;2;97;0;0;36;45;0;0;5;9;0;2;41;56;2710386;576763;3287149;419368,4;600171;0;3706517,4;8722284;5543117;50853529,04;7132700,5;50853529;51121364;55845483;2359062;62789014
1767656;451;451;5;1970;156356;7488080;2059787;17652;0;315692;95865;240936;292490;149139;64859;78508;9621;12581;170280;93537;0;0;283002;3403135;1255471;58207040;5428293;89;0;2;87;9;4;102;0;0;0;2;36;51;4;5;1;3;41;61;317691;705617;382474;473767,36;235625;3041050;3897291,36;12048632;13378280;50562604,01;12713456;50562604;50718960;53261132;3302659;61677408
989132;451;451;5;1993;1937010;8138631;3405694,5;15644;0;121287;287007;942503;85768;388320;178632;41985;12403;50869;913827;237094;0;0;130355,5;2717012;1022587;58043919;4732936,5;71;0;71;0;0;4;75;0;0;37;34;0;0;0;0;1;3;38;37;2666488;466102;3132590;477498,68;0;0;3610088,68;5662184;2815415;47968278,46;4238799,5;47968278;49905288;54259707;4105050;62280411
1217670;451;451;5;1990;2259489;8019367;4128230,5;0;0;350962;152424;362406;49776;0;193228;111444;38530;7033;208623;234860;0;332796;436025,5;1674174;686050;45128013;3891136,5;41;0;41;0;61;1;103;0;0;20;21;0;0;23;38;0;1;43;60;1660177;385963;2046140;255278,04;1650123;0;2301418,04;7687335;5206058;34849157,35;6446696,5;34849157;37108646;40714289;2125068;47044998
1010635;451;451;5;2014;0;4163684;1089624,5;0;0;393840;0;43552;3995;0;8094;8168;1105;0;21570;58335;0;515195;35770,5;204304;72748;44652489;3074059,5;5;0;5;0;0;0;5;0;0;3;2;0;0;0;0;0;0;3;2;204304;37981;242285;29393,24;0;0;271678,24;10051504;1476060;40488805;5763782;40488805;40488805;42126386;972575;43392642
1768282;451;451;5;1993;236465;6090668;1645301,5;7127;0;151579;31010;1008;201747;4664;88535;43871;9796;11198;262599;123383;0;0;140395,5;1625851;577802;44570304;4445366,5;53;0;0;53;17;1;71;0;0;0;0;19;34;3;14;0;1;22;49;0;285725;0;256650,28;568389;1612105;1868755,28;7067216;5684319;38243171,04;6375767,5;38243171;38479636;39950477;993419;43866990
1568856;451;451;5;1997;113861;5843219;1518108;0;0;126922;6089;504003;52967;3708;147872;139167;6732;267213;59258;93889;0;0;110288;1937143;702684;42368952;4325111;77;0;0;77;0;3;80;0;0;0;0;34;43;0;0;0;3;34;46;0;348734;0;308824,08;0;1890743;2199567,08;10647857;15560370;36411872,01;13104113,5;36411872;36525733;38547330;2871507;44612746
1224006;451;451;5;2002;862259;2480044;1383460;16810;0;150469;205194;42213;33981;34868;88321;56348;84641;40349;227662;157384;0;220169;25051;2950206;1265466;42290944;1096584;80;0;80;0;0;3;83;0;0;36;44;0;0;0;0;1;2;37;46;2908926;727656;3636582;467234,88;0;0;4103816,88;3933271;3931479;38948641,22;3932375;38948641;39810900;41903660;2583302;48838672
1658657;451;451;5;1974;275463;5741172;1379112,5;0;0;73789;36139;404922;107486;35176;106160;27406;12602;14644;82483;241953;0;129447;106905,5;1638562;680907;37310738;4362059,5;67;0;67;0;0;2;69;0;0;29;38;0;0;0;0;1;1;30;39;1616115;365035;1981150;277164,8;0;0;2258314,8;6017834;4705975;31294103,05;5361904,5;31294103;31569566;33538925;671774;36762563
1217729;451;451;5;1995;1214715;6834585;3595663;0;0;28744;0;0;29378;104002;45556;103882;5433;18883;81651;60626;0;0;165218;845944;311276;28515601;3238922;30;0;30;0;100;0;130;0;0;16;14;0;0;55;45;0;0;71;59;845944;148886;994830;142154,96;2952290;0;1136984,96;5752407;5182192;20466301,22;5467299,5;20466301;21681016;22784139;7878039;34840006
1218342;451;451;5;1957;795996;4140133;727864,5;0;0;142520;30018;83938;52398;14893;31136;20755;13598;109708;50086;39126;0;21380;118308,5;1544439;562452;25818748,61;3412268,5;49;0;0;49;0;2;51;0;0;0;0;16;33;0;0;0;2;16;35;0;271668;0;248919,52;0;1522567;1771486,52;3327038;3720243;21388863,23;3523640,5;21388863;22184859;23351969;193830;25777810
1227674;451;451;5;1993;1018845;1818186;1040639,5;0;0;82666;4292;105089;3977;51097;129354;12302;8982;150983;119975;173161;0;0;198761,5;806772;346276;24819360;777546,5;39;0;39;0;0;4;43;0;0;14;25;0;0;0;0;0;4;14;29;789720;199552;989272;123168,72;0;0;1112440,72;2479537;2213122;21982329,43;2346329,5;21982329;23001174;24884198;3865572;29947854
990125;451;451;5;2007;219147;3912757;1198898;0;0;378597;417;264620;65488;14230;25080;2488;9832;68117;62021;114180;0;4596;189232;948813;383482;24076510;2713859;40;0;0;40;0;1;41;0;0;0;0;10;30;0;0;0;1;10;31;0;212353;0;149162,44;0;933733;1082895,44;4251666;2940178;19944606,06;3595922;19944606;20163753;21919257;1119902;24493054
