V1;CORRELA_16;CORRE_9;IDOJ1;IDAIO;CIMREP;BRUTA;CONSUI;GAS;EMPAQUE;HONORA;COMISION;ARRIENDO;SEGURO;ASEO;ENERGIA;COMUNICA;PUBLICO;FLETES;PUBLICI;ADECUA;REGALA;OUTSOURCING;OTROS;SUELDOS;PRESTAC;VENTA;AGREGA;PERREMUN;SOCIOS;PERSONOM;DIRECTO;AGENCIA;APRENDIZ;TOTPERSO;PROMUJ;PROHOM;PERMUJ;PERHOM;DIRMUJ;DIRHOM;AGEMUJ;AGEHOM;APRENMUJ;APRENHOM;TOTMUJ;TOTHOM;SUEPLAN;PREPLAN;REMPLAN;COTIZA;GASAGEN;REMTEMP;TOTREM;INVINI;INVFIN;ROTACION;INVPRO;CTO;CTOINS;GASTOS;GASTOSNOP;GASTOPNOP
1889510;466;466-469;14;1984;0;3481792;656768;0;3926;72459;6338;144870;4127;13964;28387;22443;3321;149373;13936;32204;0;0;161420;1240475;497766;13411130,08;2825024;43;0;43;0;0;0;43;0;0;10;33;0;0;0;0;0;0;10;33;1240475;261851;1502326;206418,68;0;0;1708744,68;3022189;2737505;9934601;2879847;9934601;9934601;10825662;147206;12810202
1567925;466;466-469;14;1971;0;2515796;720986;0;0;153387;0;83475;20164;136605;40932;22289;5178;672;9544;83025;0;0;165715;605523;268161;13386422;1794810;34;0;34;0;0;1;35;0;0;14;20;0;0;0;0;0;1;14;21;598930;151748;750678;102327,32;0;0;853005,32;1750444;1114157;10870626;1432300,5;10870626;10870626;11960507;198275;13336489
1567892;466;466-469;14;1987;0;2167458;787737;0;86;154739;0;125257;23166;5886;9556;12410;2115;1474;96891;302844;0;0;53313;447281;185178;13344258,07;1379721;13;0;13;0;0;0;13;0;0;5;8;0;0;0;0;0;0;5;8;447281;98253;545534;76575,08;0;0;622109,08;890456;1301018;11182063;1095737;11182063;11182063;12119457;179623;13052078
1769425;466;466-469;14;2007;0;1263456;393056;0;53045;23244;74603;48201;27915;4019;2609;4340;1126;24956;2108;23480;0;0;103410;218807;94170;13332828,07;870400;9;0;9;0;0;0;9;0;0;6;3;0;0;0;0;0;0;6;3;218807;51570;270377;37495,04;0;0;307872,04;1044089;387769;12064105;715929;12064105;12064105;12691405;33523;13136525
1229984;466;466-469;14;2012;0;4393885;1319471,5;0;0;0;0;106420;6728;12911;3386;7769;877;406845;74626;60030;0;465639;174240,5;577874;267894;13305949;3074413,5;9;0;9;0;0;0;9;0;0;5;4;0;0;0;0;0;0;5;4;577874;127341;705215;119046,2;0;0;824261,2;4458439;5816645;8912064;5137542;8912064;8912064;10535566;720270;12263441
1891638;466;466-469;14;2019;0;2874142;451742,5;0;0;211222;0;118179;20579;4966;10231;16646;1311;32198;0;4036;0;25303;7071,5;216072;99662;13291512,07;2422399,5;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;216072;47554;263626;47473,44;0;0;311099,44;4508198;4754183;10422633;4631190,5;10422633;10422633;10968908;0;11290074
1890853;466;466-469;14;1989;0;2170953;403727,5;0;0;24002;0;120000;18220;5180;10701;9558;1648;42715;0;30302;0;0;141401,5;313174;134270;13289774;1767225,5;20;1;20;0;0;0;21;1;0;5;15;0;0;0;0;0;0;6;15;313174;68366;381540;58888,88;0;0;440428,88;620613;921492;11118821;771052,5;11118821;11118821;11748411;85504;12281359
995028;466;466-469;14;2012;0;3499459;1100879;0;522;90570;0;404746;31258;20475;21914;22930;3790;48150;76625;76415;0;0;7131;948114;379893;13282845,06;2398580;34;0;34;0;13;1;48;0;0;18;16;0;0;7;6;1;0;26;22;930505;196894;1127399;162211,8;296353;0;1289610,8;2939640;3324179;9778119;3131909,5;9778119;9778119;10710204;33617;12408910
1661665;466;466-469;14;2016;0;727446;116711,5;0;0;16323;0;77268;526;37;2421;4392;387;2538;0;4172;0;0;8647,5;206118;68945;13266583;610734,5;5;0;5;0;0;0;5;0;0;2;3;0;0;0;0;0;0;2;3;206118;36276;242394;28283,08;0;0;270677,08;10160456;14891981;12539137;12526218,5;12539137;12539137;12680337;6718;12968378
988990;466;466-469;14;2003;0;2898638;811488;0;6000;79400;0;259992;4134;8100;108691;40971;5900;179900;4900;41000;0;0;72500;546348;223873;13258261;2087150;37;0;37;0;0;1;38;0;0;17;20;0;0;0;0;1;0;18;20;534648;130020;664668;81645,56;0;0;746313,56;5185511;4956953;10359623;5071232;10359623;10359623;11304085;565454;12817760
1659413;466;466-469;14;1995;846910;1952442;1002651;0;0;237000;0;29715;18753;2195;5787;6975;1248;11702;0;96783;0;555770;36723;225757;82547;13257667,06;949791;5;0;5;0;0;0;5;0;0;1;4;0;0;0;0;0;0;1;4;225757;39021;264778;37343,6;0;0;302121,6;793834;942943;10463578,98;868388,5;10463578;11310488;12466979;89969;12911427
1222110;466;466-469;14;1982;0;3084259;360336;124;0;158355;0;0;21751;0;15535;27600;4444;9900;0;72822;0;0;49805;592451;226389;13158086,04;2723923;15;0;15;0;0;0;15;0;0;9;6;0;0;0;0;0;0;9;6;592451;105296;697747;107644,04;0;0;805391,04;558913;349551;10068560;454232;10068560;10068560;10659921;89547;11634677
1220958;466;466-469;14;1990;0;1241626;363553;0;0;64428;0;195409;6787;0;18998;5414;2141;26688;8597;10170;0;0;24921;444028;186520;13106542,04;878073;15;0;3;12;0;0;15;0;0;1;2;6;6;0;0;0;0;7;8;135378;112331;169480;63535,56;0;308650;541665,56;1558299;1162326;11870179;1360312,5;11870179;11870179;12397988;335648;13388647
1009273;466;466-469;14;2006;0;2355135;549821,5;0;0;38250;41376;159829;57460;0;41787;19512;15454;33916;4623;80963;0;0;56651,5;437622;158931;13089348,03;1805313,5;24;1;24;0;0;1;26;0;1;5;19;0;0;0;0;0;1;5;21;424630;80472;505102;69259,32;0;0;574361,32;2997146;2295793;10728946;2646469,5;10728946;10728946;11478093;200361;12318033
990891;466;466-469;14;2001;0;2653944;910131;0;0;201228;425;254445;33260;7717;17102;21663;2852;199264;1160;17562;0;49821;103632;528947;196391;13046921;1743813;16;0;16;0;0;1;17;0;0;7;9;0;0;0;0;1;0;8;9;526627;110490;637117;75113,16;0;0;712230,16;2387880;3002239;10392977;2695059,5;10392977;10392977;11551284;240510;12553730
992303;466;466-469;14;2006;0;3191675;841718,5;0;0;117567;44133;331049;12735;21785;28976;13508;3917;175059;13354;27626;0;0;52009,5;668542;251271;12963172;2349956,5;21;0;21;0;0;1;22;0;0;2;19;0;0;0;0;0;1;2;20;655910;111462;767372;121532,28;0;0;888904,28;2058184;2268682;9771497;2163433;9771497;9771497;10826146;33792;11917980
1226600;466;466-469;14;2000;0;5693785;1820106,5;0;6263;144105;0;70498;43549;5602;19929;42716;3640;610450;53126;733886;0;0;86342,5;965556;482919;12945965,01;3873678,5;32;1;32;0;0;2;35;1;0;15;17;0;0;0;0;2;0;18;17;945082;251061;1196143;204137,44;0;0;1400280,44;7178165;6993393;7246913;7085779;7246913;7246913;9408090;373528;11404210
1227528;466;466-469;14;2007;0;1100916;932301;0;0;59959;0;120000;32706;98964;56253;8152;287;61664;0;247651;0;0;246665;172458;86640;12942297;168615;11;0;11;0;0;0;11;0;0;8;3;0;0;0;0;0;0;8;3;172458;46785;219243;35644,92;0;0;254887,92;392981;376542;11841381;384761,5;11841381;11841381;13092691;86732;13471600
989715;466;466-469;14;2010;0;3434776;466473,5;0;10676;48938;35648;212080;9699;8082;8623;6282;3655;28387;8152;30733;0;0;55518,5;872901;467053;12941965,01;2968302,5;22;0;22;0;0;1;23;0;0;6;16;0;0;0;0;1;0;7;16;865941;212613;1078554;224490,64;0;0;1303044,64;3979613;3718465;9512452;3849039;9512452;9512452;10159028;788910;12384128
1226174;466;466-469;14;2000;0;4408425;2360208,5;511;15319;154647;130879;389849;24446;107387;21867;22979;2965;230123;177642;103280;0;160123;149973,5;545265;208170;12824456,99;2048216,5;14;1;14;0;19;0;34;1;0;6;8;0;0;8;11;0;0;15;19;545265;107580;652845;87818,64;668218;0;740663,64;4098325;2461030;8421295;3279677,5;8421295;8421295;10661659;773387;12944234
989480;466;466-469;14;2006;0;3432037;843398,5;373;4853;96010;81783;10214;0;4942;106013;54514;5388;10254;5191;268500;0;0;195363,5;916905;403919;12784591,99;2588638,5;41;0;17;24;0;1;42;0;0;9;8;15;9;0;0;0;1;24;18;503774;227881;628009;154963,52;0;395828;1178800,52;9968294;7099807;9347288;8534050,5;9347288;9347288;10753035;244582;12461320
1009725;466;466-469;14;2001;0;2626089;1083178,5;0;26265;488657;0;186725;2761;2968;59915;14551;3815;259232;0;13832;0;0;24457,5;308916;105309;12783531;1542910,5;13;0;13;0;0;0;13;0;0;2;11;0;0;0;0;0;0;2;11;308916;53592;362508;45215,4;0;0;407723,4;1576005;1447773;10157442;1511889;10157442;10157442;11357254;44012;11837716
1229927;466;466-469;14;2009;1818;6313938;773198;2158;0;31059;0;0;20081;0;6429;13840;3464;2618;270825;314523;0;0;108201;382637;160546;12769848;5540740;9;0;9;0;0;0;9;0;0;6;3;0;0;0;0;0;0;6;3;382637;96257;478894;56357,16;0;0;535251,16;4592619;3905062;6454092;4248840,5;6454092;6455910;7631477;153733;9107383
1569328;466;466-469;14;2007;0;3059613;295725,5;0;0;96546;0;0;13812;5250;2415;9870;433;1655;1180;151207;0;0;13357,5;400758;168082;12740473;2763887,5;10;0;10;0;0;0;10;0;0;6;4;0;0;0;0;0;0;6;4;400758;87917;488675;66648,84;0;0;555323,84;1146049;876848;9680860;1011448,5;9680860;9680860;10076019;239463;10890706
1769404;466;466-469;14;2011;0;2240783;1866474,5;0;0;68931;0;200250;0;4123;133787;9967;19475;44991;0;1383759;0;0;1191,5;237621;125066;12737209,98;374308,5;14;0;14;0;0;0;14;0;0;2;12;0;0;0;0;0;0;2;12;237621;41821;279442;74285,56;0;0;353727,56;191994;650202;10491160;421098;10491160;10491160;12417982;14758;12829223
1892067;466;466-469;14;2019;0;2532665;236544,5;0;0;59765;0;108973;16210;2662;3528;6650;1087;1591;165;19960;0;2862;13091,5;262633;127742;12728092,98;2296120,5;8;0;8;0;0;0;8;0;0;3;5;0;0;0;0;0;0;3;5;262633;50267;312900;64238,84;0;0;377138,84;1942637;5401912;10200691;3672274,5;10200691;10200691;10553796;87697;11041275
1222602;466;466-469;14;1992;0;2252618;648165,5;0;2356;126351;0;194049;24340;19227;8717;25906;7570;42844;0;16622;0;0;180183,5;1132768;507662;12705056,97;1604452,5;23;0;23;0;0;0;23;0;0;9;14;0;0;0;0;0;0;9;14;1132768;239709;1372477;232039,08;0;0;1604516,08;8810451;6318861;10457702;7564656;10457702;10457702;11492932;988364;14165131
993271;466;466-469;14;1972;0;2389506;495712,5;0;4275;78498;0;159655;17530;14048;14974;10430;6983;78797;13289;17888;0;0;79345,5;620160;285954;12680733,97;1893793,5;21;0;21;0;0;1;22;0;0;6;15;0;0;0;0;1;0;7;15;612137;157641;769778;105667,16;0;0;875445,16;2622737;3586130;10285961;3104433,5;10285961;10285961;11013765;48701;12070755
992861;466;466-469;14;2007;0;6111511;232092;1475;10759;9443;48022;0;5817;16119;10208;8741;2956;8043;0;7710;0;87901;14898;772217;369362;12594150,96;5879419;10;4;10;0;0;0;14;1;3;4;6;0;0;0;0;0;0;5;9;772217;204909;977126;137689,48;0;0;1114815,48;7030083;7268220;6487903;7149151,5;6487903;6487903;6887907;454443;8500370
1229917;466;466-469;14;2009;0;4048843;872710,5;0;0;6294;74075;0;36317;0;45594;7496;4064;352394;29374;136468;0;0;6032,5;102770;43142;12580948,95;3176132,5;2;0;2;0;5;0;7;0;0;0;2;0;0;0;5;0;0;0;7;102770;24026;126796;16836,24;174602;0;143632,24;1707392;287385;8526839;997388,5;8526839;8526839;9311440;605418;10237372
1891019;466;466-469;14;2006;0;2358005;606552,5;0;8247;62626;0;122306;45524;8625;85013;20084;2905;318;19535;130579;0;0;100790,5;747011;293969;12553855;1751452,5;41;0;41;0;0;1;42;0;0;12;29;0;0;0;0;1;0;13;29;741762;173526;915288;103682,2;0;0;1018970,2;3372091;2544219;10195850;2958155;10195850;10195850;10964758;415771;12498181
1010092;466;466-469;14;2011;0;1592713;363718,5;0;11447;24000;0;167814;0;0;70436;10274;25471;0;15754;31500;0;0;7022,5;307880;105706;12547000;1228994,5;19;0;19;0;0;1;20;0;0;15;4;0;0;0;0;1;0;16;4;301249;56415;357664;42812,92;0;0;400476,92;4242916;4259186;10954287;4251051;10954287;10954287;11379218;1750;11824686
1227181;466;466-469;14;2006;0;3255736;641513,5;1;0;0;0;55673;100128;0;100;14781;70;237723;0;65232;0;145690;22115,5;1241635;469112;12514595,94;2614222,5;13;0;13;0;0;0;13;0;0;11;2;0;0;0;0;0;0;11;2;1241635;229231;1470866;203391,4;0;0;1674257,4;3723271;2049940;9264123;2886605,5;9264123;9264123;10054144;477431;12365906
1229107;466;466-469;14;2007;0;4406885;751890;38;0;35793;0;107810;142598;221;18089;4966;8216;359430;0;16670;0;0;58059;306299;117790;12513758,94;3654995;16;1;16;0;0;1;18;0;1;7;9;0;0;0;0;0;1;7;11;299339;69895;369234;41189,56;0;0;410423,56;6249192;6958192;8101607;6603692;8101607;8101607;9110377;511310;10066615
1891884;466;466-469;14;2007;0;3639647;487742,5;72;11463;35851;0;132709;54815;62411;9382;8813;2029;41446;115785;289;0;0;12677,5;1253917;478929;12485325,94;3151904,5;25;0;25;0;0;0;25;0;0;17;8;0;0;0;0;0;0;17;8;1253917;272795;1526712;180970,96;0;0;1707682,96;3086839;3211342;8850942;3149090,5;8850942;8850942;9414298;327330;11532685
1229711;466;466-469;14;2014;0;4784052;177974,5;0;0;41664;0;56807;1812;0;15967;8350;2473;450;50;44557;0;0;5844,5;395818;196366;12484342;4606077,5;25;0;12;13;0;0;25;0;0;5;7;2;11;0;0;0;0;7;18;237491;121240;310235;65803,12;0;158327;534365,12;3946257;3466928;7700290;3706592,5;7700290;7700290;7981930;420740;9042573
1889845;466;466-469;14;2000;0;2953993;712497,5;49;0;12490;0;541297;1950;3204;7299;26571;6780;38166;0;7961;0;0;60189,5;1009028;334475;12458802,94;2241495,5;30;0;30;0;0;1;31;0;0;9;21;0;0;0;0;1;0;10;21;1001384;184156;1185540;127621,64;0;0;1313161,64;1707846;1461782;9499543;1584814;9499543;9499543;10410152;163510;12022619
1227408;466;466-469;14;1998;0;4028416;874198,5;0;0;271050;0;104000;29529;29372;7389;10846;5600;85030;34329;40920;0;0;256133,5;1526792;661104;12402001,93;3154217,5;28;0;28;0;0;2;30;0;0;12;16;0;0;0;0;2;0;14;16;1498952;285122;1784074;336432,56;0;0;2120506,56;892608;1083112;8378849;987860;8378849;8378849;9673318;512267;12426056
1229995;466;466-469;14;2013;0;4755158;707392;0;0;0;0;218729;16441;8466;5627;11309;5395;231354;163153;11889;0;0;35029;2031970;764412;12357113;4047766;38;1;38;0;0;0;39;0;1;8;30;0;0;0;0;0;0;8;31;2031970;358455;2390425;349343,24;0;0;2739768,24;5094066;4753406;7601955;4923736;7601955;7601955;8418887;2776785;14202242
992387;466;466-469;14;2006;0;4749827;514585;0;3909;56521;66722;2520;20450;34728;43004;7219;4302;54404;22124;67183;0;98269;33230;553794;215451;12355688,92;4235242;17;0;17;0;0;0;17;0;0;4;13;0;0;0;0;0;0;4;13;553794;128002;681796;76296,6;0;0;758092,6;4507802;5615815;7600595;5061808,5;7600595;7600595;8443290;150773;9392026
1229735;466;466-469;14;2015;0;5320681;2011845;155;23479;160496;242326;366783;22875;10459;23113;46650;3033;124389;0;109112;0;88496;152705;741684;378289;12324404,91;3308836;21;0;5;16;18;0;39;0;0;3;2;3;13;2;16;0;0;8;31;362803;176284;443898;170650,04;637774;378881;993429,04;3476219;3897663;7008987;3686941;7008987;7008987;8656734;1279148;11797907
1223937;466;466-469;14;2000;0;5633678;1796598,5;53;0;121055;33090;919531;80721;6187;30873;699;9205;235872;7681;302452;0;0;49179,5;802061;359234;12321798;3837079,5;27;6;27;0;0;0;33;4;2;16;11;0;0;0;0;0;0;20;13;802061;206902;1008963;130820,72;0;0;1139783,72;7485381;6914263;6688120;7199822;6688120;6688120;8564127;189834;9956870
1569316;466;466-469;14;2017;0;4967008;1089838;0;30542;383152;0;93203;90834;1500;2400;9882;600;146993;490;546;0;0;329696;1332896;575956;12320574;3877170;20;0;20;0;0;1;21;0;0;8;12;0;0;0;0;1;0;9;12;1325221;288648;1613869;251455,12;0;0;1865324,12;3601947;6071961;7353566;4836954;7353566;7353566;8832784;211876;11215375
1008777;466;466-469;14;1988;0;2592082;715483,5;0;0;20390;0;224418;40701;0;29330;43721;4133;208917;0;75888;0;0;67985,5;629467;207515;12302268,91;1876598,5;18;2;18;0;0;1;21;0;2;9;9;0;0;0;0;0;1;9;12;622777;107664;730441;86533,64;0;0;816974,64;3391039;3965727;9704920;3678383;9704920;9704920;10673202;467756;12008530
1769132;466;466-469;14;2006;0;3340874;817957;0;15612;24108;5300;246000;26208;5766;6514;14141;2724;341348;6140;30517;0;0;93579;584213;219923;12288390;2522917;14;0;14;0;0;0;14;0;0;6;8;0;0;0;0;0;0;6;8;584213;110152;694365;97619;0;0;791984;1769934;1428607;8947516;1599270,5;8947516;8947516;9960913;271658;11270538
1227550;466;466-469;14;1996;0;1450462;138430,5;0;0;64653;0;28610;2512;4823;4416;5553;619;0;7205;2678;0;0;17361,5;255793;107251;12242256,9;1312031,5;14;1;14;0;0;0;15;0;1;6;8;0;0;0;0;0;0;6;9;255793;62003;317796;39257,12;0;0;357053,12;4023572;3268177;10797058;3645874,5;10797058;10797058;11108672;117573;11612234
1227458;466;466-469;14;1984;0;2256042;661802;7821;0;208826;87695;184879;14018;12371;13362;5908;3417;35949;7527;8706;0;36425;34898;259700;108363;12205151,9;1594240;17;2;17;0;0;0;19;0;2;5;12;0;0;0;0;0;0;5;14;259700;56160;315860;46385,72;0;0;362245,72;2304210;2645230;9943843;2474720;9943843;9943843;10774216;45945;11299082
1229818;466;466-469;14;2020;0;3441128;1278073,5;0;10954;75849;196877;555218;19793;11947;67471;35589;6721;193741;6312;27015;0;0;70586,5;680404;284484;12186589,89;2163054,5;35;0;35;0;0;2;37;0;0;12;23;0;0;0;0;1;1;13;24;668901;163358;832259;105629,12;0;0;937888,12;5901204;6219131;8750725;6060167,5;8750725;8750725;10199266;541503;11767185
1229961;466;466-469;14;2011;0;1527142;234402;0;0;34832;0;21918;26426;4069;4331;8064;2410;27294;0;39018;0;0;66040;387583;164784;12153018,89;1292740;11;0;11;0;0;0;11;0;0;6;5;0;0;0;0;0;0;6;5;387583;89385;476968;66716,76;0;0;543684,76;1402296;1250957;10620610;1326626,5;10620610;10620610;11033686;155937;11757011
994803;466;466-469;14;2010;0;2440949;808474;335;3986;57337;4963;353919;40400;6414;18367;13676;4234;177848;0;77210;0;0;49785;488165;174417;12111968,88;1632475;29;0;8;21;0;1;30;0;0;1;7;3;18;0;0;1;0;5;25;181812;90567;215036;73074,48;0;303530;591640,48;1137994;1502178;9665753;1320086;9665753;9665753;10639612;70600;11563356
1008437;466;466-469;14;1985;0;3509341;883590;0;0;109781;0;100973;25971;0;114011;35400;521;260002;16244;182202;0;0;38485;1030623;335504;12107951,88;2625751;39;0;39;0;0;2;41;0;0;14;25;0;0;0;0;1;1;15;26;1002783;170542;1173325;143286,08;0;0;1316611,08;5634814;3274145;8603874;4454479,5;8603874;8603874;9686646;303265;11447834
1229031;466;466-469;14;2019;0;1661318;1032133;235;0;135547;106884;39230;7686;1091;7818;4809;488;362702;2732;240596;0;0;122315;181052;116308;12085261;629185;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;181052;85308;266360;26929,36;0;0;293289,36;1366547;927859;10423943;1147203;10423943;10423943;11649468;66969;12028354
1227885;466;466-469;14;2010;0;4832032;1023143,5;570;0;113766;0;215150;11034;5066;25696;26180;10878;219447;0;38485;0;44999;82023,5;1077984;512513;12051600,87;3808888,5;28;0;28;0;9;1;38;0;0;24;4;0;0;7;2;1;0;32;6;1070038;271883;1341921;204938,4;229849;0;1546859,4;6788552;7316232;7224832;7052392;7224832;7224832;8300079;953032;11200777
1888741;466;466-469;14;1979;10812;5302422;1674600;0;6061;318745;0;620385;34827;9248;46704;81040;4427;72685;16229;88319;0;0;292894;1841247;818070;12025660,87;3627822;42;0;42;0;3;1;46;0;0;22;20;0;0;0;3;0;1;22;24;1834287;441179;2275466;315551,96;83036;0;2591017,96;4767342;4842123;6707160,002;4804732,5;6707160;6717972;8741547;177651;11829507
1769392;466;466-469;14;2013;0;2267932;578031;0;0;67955;0;124458;39407;0;8770;12597;350;174403;16690;31512;0;27369;74520;333176;137767;12009669;1689901;10;0;10;0;0;0;10;0;0;6;4;0;0;0;0;0;0;6;4;333176;77770;410946;51938,04;0;0;462884,04;1951144;3217643;9741737;2584393,5;9741737;9741737;10566333;294287;11346154
1229793;466;466-469;14;2018;0;3027055;1005566,5;0;15506;30160;0;232598;0;12861;4909;14950;3807;323634;195971;0;0;95295;75875,5;606594;249071;11967355,86;2021488,5;13;0;13;0;0;0;13;0;0;5;8;0;0;0;0;0;0;5;8;606594;111028;717622;120535,72;0;0;838157,72;3047077;4024557;8935034;3535817;8935034;8935034;10133786;324556;11459280
1229889;466;466-469;14;1985;0;2795958;1129478,5;501;0;44668;0;143269;14079;1621;19409;39182;4839;44295;161952;6209;0;0;156814,5;194880;74393;11962932,86;1666479,5;4;0;4;0;14;0;18;0;0;1;3;0;0;10;4;0;0;11;7;194880;42548;237428;27479,8;492640;0;264907,8;4478917;4814641;9172238;4646779;9172238;9172238;10119271;960415;11841599
1223712;466;466-469;14;1997;0;1756749;160065,5;167;0;24000;0;0;14895;3731;11594;11690;3151;11326;0;32967;0;0;46544,5;412981;174930;11950311,86;1596683,5;16;0;16;0;0;0;16;0;0;3;13;0;0;0;0;0;0;3;13;412981;97037;510018;68415,56;0;0;578433,56;2401306;2063390;10188296;2232348;10188296;10188296;10558506;0;11176759
1224101;466;466-469;14;1991;0;1362917;56133;0;890;3600;0;0;6767;7800;2040;5400;1020;12000;0;14200;0;0;2416;445668;176809;11950145,86;1306784;25;3;25;0;0;1;29;2;1;17;8;0;0;0;0;1;0;20;9;429758;102900;532658;64689,72;0;0;597347,72;2930959;2755166;10592492;2843062,5;10592492;10592492;10865771;21034;11560540
992525;466;466-469;14;1988;0;1569425;368241;536;0;35690;0;16946;15907;2796;8880;14992;6095;42121;13810;20567;0;0;0;349934;138975;11936400,85;1201184;9;0;9;0;4;0;13;0;0;5;4;0;0;2;2;0;0;7;6;349934;77282;427216;53696,76;189901;0;480912,76;524861;507773;10372239;516317;10372239;10372239;10735162;0;11469794
1890914;466;466-469;14;2000;0;1493840;443727,5;0;4566;34040;0;64052;29886;7287;10429;12026;10041;201462;3400;23522;0;0;43016,5;335743;150446;11895539,85;1050112,5;16;0;16;0;0;0;16;0;0;3;13;0;0;0;0;0;0;3;13;335743;58728;394471;83893,68;0;0;478364,68;2911277;2799893;10396433;2855585;10396433;10396433;10990144;23903;11527078
992918;466;466-469;14;2001;0;2394293;636418,5;0;3228;54915;42782;309783;114369;9771;13784;22609;3924;38437;195;18910;0;0;3711,5;387830;161474;11857910;1757874,5;17;0;17;0;0;0;17;0;0;6;11;0;0;0;0;0;0;6;11;387830;92522;480352;60516,16;0;0;540868,16;2155414;1832239;9463617;1993826,5;9463617;9463617;10262991;226003;11067274
1769184;466;466-469;14;2001;0;3000027;766012;0;0;71916;0;213359;27698;0;4517;11674;2581;196555;59284;53357;0;0;125071;761667;254389;11800354;2234015;18;0;15;3;0;1;19;0;0;6;9;1;2;0;0;1;0;8;11;712652;134535;839422;102872,56;0;45438;987732,56;1198496;1630795;8800327;1414645,5;8800327;8800327;9849015;127790;11230142
1224959;466;466-469;14;2003;0;8397525;1747609,5;2934;21084;66562;0;608090;47203;128981;85208;39682;3079;152196;10102;398603;0;0;183885,5;3708350;1651749;11774045;6649915,5;197;0;197;0;0;3;200;0;0;39;158;0;0;0;0;0;3;39;161;3680317;886043;4566360;671181,92;0;0;5237541,92;1098265;1003532;3376520;1050898,5;3376520;3376520;5503065;433251;11968471
992768;466;466-469;14;1996;0;2507304;628812,5;2697;36312;81004;0;101000;13178;1943;7619;10349;2692;316272;625;39223;0;0;15898,5;299614;134613;11761097;1878491,5;10;0;10;0;0;0;10;0;0;5;5;0;0;0;0;0;0;5;5;299614;73230;372844;54306,28;0;0;427150,28;126163;123353;9253793;124758;9253793;9253793;10095184;152116;10719810
989321;466;466-469;14;2003;0;4037648;1181761,5;0;192405;57927;0;109433;75657;5320;4795;12123;9080;16452;0;106883;0;229407;217799,5;1385773;658891;11746383,83;2855886,5;24;0;11;13;0;0;24;0;0;4;7;3;10;0;0;0;0;7;17;958323;346175;1214132;279947,6;0;427450;1921529,6;2409220;3633547;7713999;3021383,5;7713999;7713999;9111130;131026;11525595
1229928;466;466-469;14;2010;0;1530271;732985;920;24873;119405;16000;216231;151553;2910;4288;12816;1496;171632;0;0;0;0;10861;345233;188289;11722323,82;797286;5;1;5;0;0;0;6;0;1;5;0;0;0;0;0;0;0;5;1;345233;93609;438842;85747,44;0;0;524589,44;1747025;1063009;10186786;1405017;10186786;10186786;11065696;440870;12064116
1228506;466;466-469;14;2003;0;4822768;624911,5;5140;52417;65615;0;0;18641;6714;17760;25501;1821;339996;3613;5012;0;0;82681,5;1374611;628058;11700003,82;4197856,5;22;0;22;0;0;1;23;0;0;10;12;0;0;0;0;1;0;11;12;1366000;203687;1569687;389550,2;0;0;1959237,2;638003;20124;6882499;329063,5;6882499;6882499;7758924;183274;10189042
989034;466;466-469;14;2000;0;3260448;1797021;1248;0;289448;0;0;62197;0;146491;0;21742;483664;0;378221;0;0;414010;337366;157129;11673542,81;1463427;24;0;24;0;0;0;24;0;0;6;18;0;0;0;0;0;0;6;18;337366;90684;428050;58587,64;0;0;486637,64;2779209;2801397;8407828;2790303;8407828;8407828;10666232;828020;12061408
1228863;466;466-469;14;2017;0;3363894;2272150,5;0;0;24517;0;114240;44389;3689;1;2880;5340;657657;0;921757;0;0;36946,5;402691;163714;11630338;1091743,5;13;1;1;12;34;0;48;1;0;1;0;7;5;7;27;0;0;16;32;281006;101902;360972;54111,44;460734;121685;536768,44;383697;826718;8266444;605207,5;8266444;8266444;10233201;306;11290422
987668;466;466-469;14;1986;0;1842916;993445;0;0;36053;0;5894;30899;2887;5454;2400;1202;620359;480;182193;0;0;105624;182137;68024;11549205,79;849471;13;0;13;0;0;0;13;0;0;4;9;0;0;0;0;0;0;4;9;182137;38268;220405;26245,92;0;0;246650,92;2694017;2305847;9701023;2499932;9701023;9701023;10845189;75410;11266199
991360;466;466-469;14;2008;0;1963912;794540;62;6500;49790;0;371905;22569;21978;57750;90254;7740;18214;12001;130510;0;0;5267;787120;268504;11547161,79;1169372;49;2;49;0;0;2;53;1;1;20;29;0;0;0;0;1;1;22;31;767661;135615;903276;114715,32;0;0;1017991,32;3964554;3043887;9588513;3504220,5;9588513;9588513;10429562;162138;11718232
1223965;466;466-469;14;2000;0;4567691;604313;0;4427;224179;0;109169;35101;14381;8491;16890;14584;102003;0;18613;0;0;56475;629651;244472;11505553;3963378;14;0;14;0;0;0;14;0;0;10;4;0;0;0;0;0;0;10;4;629651;126213;755864;102499,48;0;0;858363,48;4346236;3708066;6937862;4027151;6937862;6937862;7727928;284421;8992776
1769039;466;466-469;14;1974;0;1553528;809473,5;0;4046;32080;7691;110000;7140;0;37830;29763;7507;446798;0;35615;0;0;91003,5;443573;192453;11465540;744054,5;29;0;9;20;0;0;29;0;0;2;7;5;15;0;0;0;0;7;22;163565;104595;202852;77912,96;0;280008;560772,96;688345;575304;9912012;631824,5;9912012;9912012;10862595;783733;12345223
