KEYPPAL_L|KEYPPAL|NUM_LOTE|COB_TIPO|LOTE_TIPO|CUL_TIPO|ESTAB_TIPO|RIEGO_SN|CANT_CUL|CTL3_AGR_LCT_PAS|CTL3_COB_CULT_PAS|CTL4_ANO_COB_PAS|CTL4_AGR_LCT_FUT|LOT_OBS
03725F4A551B45EE765D0C86A3644B2601|03725F4A551B45EE765D0C86A3644B26|01|5|1|1|1|2|1|2|5||2|
03725F4A551B45EE7F6017D98D911BC301|03725F4A551B45EE7F6017D98D911BC3|01|5|1|1|1|2|1|2|5||2|
03725F4A551B45EE7F6017D98D911BC302|03725F4A551B45EE7F6017D98D911BC3|02|2|1|1|1|2|1|2|5||2|
03725F4A551B45EE99747320D0A6908A01|03725F4A551B45EE99747320D0A6908A|01|5|1|1|1|2|1|2|5||2|
03725F4A551B45EEFD9FAEBF21921A5E01|03725F4A551B45EEFD9FAEBF21921A5E|01|5|1|1|1|2|1|2|5||2|
037565D15165897A2CECE56F406CF0B701|037565D15165897A2CECE56F406CF0B7|01|8|1|1|||1|2|9||2|
037565D15165897AF58A7BBCFE63F67401|037565D15165897AF58A7BBCFE63F674|01|5|1|1|1|3|1|2|9||2|
03AEFF3DFA5DD0B2184A2838B07943C501|03AEFF3DFA5DD0B2184A2838B07943C5|01|5|1|1|1|3|1|2|5||2|POTREROS EN MALEZADOS
03AEFF3DFA5DD0B21F5D2C63A31CCE4401|03AEFF3DFA5DD0B21F5D2C63A31CCE44|01|1|1|1|1|3|1|2|6||2|
03AEFF3DFA5DD0B21F5D2C63A31CCE4402|03AEFF3DFA5DD0B21F5D2C63A31CCE44|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B23B873926AF6DFFD901|03AEFF3DFA5DD0B23B873926AF6DFFD9|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B23B873926AF6DFFD902|03AEFF3DFA5DD0B23B873926AF6DFFD9|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B24851823D4BE4652A01|03AEFF3DFA5DD0B24851823D4BE4652A|01|2|1|1|1|3|1|2|9||2|
03AEFF3DFA5DD0B24851823D4BE4652A02|03AEFF3DFA5DD0B24851823D4BE4652A|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B24851823D4BE4652A03|03AEFF3DFA5DD0B24851823D4BE4652A|03|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B25CE6C04B5784858F01|03AEFF3DFA5DD0B25CE6C04B5784858F|01|1|1|1|1|2|1|2|5||2|
03AEFF3DFA5DD0B25CE6C04B5784858F02|03AEFF3DFA5DD0B25CE6C04B5784858F|02|1|1|1|1|2|1|2|5||2|
03AEFF3DFA5DD0B25CE6C04B5784858F03|03AEFF3DFA5DD0B25CE6C04B5784858F|03|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B25CE6C04B5784858F04|03AEFF3DFA5DD0B25CE6C04B5784858F|04|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B261A9AB2ABEB0BFDB01|03AEFF3DFA5DD0B261A9AB2ABEB0BFDB|01|1|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B261A9AB2ABEB0BFDB02|03AEFF3DFA5DD0B261A9AB2ABEB0BFDB|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2676B748E614D281D01|03AEFF3DFA5DD0B2676B748E614D281D|01|2|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2676B748E614D281D02|03AEFF3DFA5DD0B2676B748E614D281D|02|1|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2676B748E614D281D03|03AEFF3DFA5DD0B2676B748E614D281D|03|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B271C085DAF038B2C401|03AEFF3DFA5DD0B271C085DAF038B2C4|01|1|1|1|1|3|1|2|9||2|
03AEFF3DFA5DD0B28BCC2B227A70FFE001|03AEFF3DFA5DD0B28BCC2B227A70FFE0|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B28BCC2B227A70FFE002|03AEFF3DFA5DD0B28BCC2B227A70FFE0|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2A29313862F7A415901|03AEFF3DFA5DD0B2A29313862F7A4159|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2A3DB3B121F46378C01|03AEFF3DFA5DD0B2A3DB3B121F46378C|01|1|1|1|1|1|1|2|9||2|
03AEFF3DFA5DD0B2BB595A158014CBD201|03AEFF3DFA5DD0B2BB595A158014CBD2|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2BB595A158014CBD202|03AEFF3DFA5DD0B2BB595A158014CBD2|02|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2BD1ABFB4A884501801|03AEFF3DFA5DD0B2BD1ABFB4A8845018|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2E9DB2AB070B7BD6C01|03AEFF3DFA5DD0B2E9DB2AB070B7BD6C|01|1|1|1|1|1|1|2|9||2|
03AEFF3DFA5DD0B2F069B1122A18447E01|03AEFF3DFA5DD0B2F069B1122A18447E|01|5|1|1|1|3|1|2|5||2|
03AEFF3DFA5DD0B2F99AAC0720619BF301|03AEFF3DFA5DD0B2F99AAC0720619BF3|01|1|1|1|1|3|1|2|6||2|
03AEFF3DFA5DD0B2F99AAC0720619BF302|03AEFF3DFA5DD0B2F99AAC0720619BF3|02|2|1|1|1|3|1|2|6||2|
03AEFF3DFA5DD0B2F99AAC0720619BF303|03AEFF3DFA5DD0B2F99AAC0720619BF3|03|5|1|1|1|2|1|2|5||2|
03B8CF6D5C699D3DF48141CA0F21B4A201|03B8CF6D5C699D3DF48141CA0F21B4A2|01|2|1|2|1|2|2|2|5||2|
03B8CF6D5C699D3DF48141CA0F21B4A202|03B8CF6D5C699D3DF48141CA0F21B4A2|02|1|1|1|1|2|1|1||||
03B8CF6D5C699D3DF48141CA0F21B4A203|03B8CF6D5C699D3DF48141CA0F21B4A2|03||2|1|1|2|1|2|||2|
03B8CF6D5C699D3DF48141CA0F21B4A204|03B8CF6D5C699D3DF48141CA0F21B4A2|04|5|1|1|1|2|1|2|9||2|
03BFFCBD249A03BB166D27E6F586FD6001|03BFFCBD249A03BB166D27E6F586FD60|01|1|1|2|1|2|2|2|5||2|
03BFFCBD249A03BB166D27E6F586FD6002|03BFFCBD249A03BB166D27E6F586FD60|02|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BB23A599409BC889A701|03BFFCBD249A03BB23A599409BC889A7|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BB2AE5896D010644C601|03BFFCBD249A03BB2AE5896D010644C6|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BB5A4866D5C1C11B1A01|03BFFCBD249A03BB5A4866D5C1C11B1A|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BB726522D2B187429801|03BFFCBD249A03BB726522D2B1874298|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BBB2BAB30385AE43A401|03BFFCBD249A03BBB2BAB30385AE43A4|01|1|1|1|1|2|1|2|5||2|
03BFFCBD249A03BBB2BAB30385AE43A402|03BFFCBD249A03BBB2BAB30385AE43A4|02|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BBBF2A305CE8332D7901|03BFFCBD249A03BBBF2A305CE8332D79|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BBCEAD3163C5B7C48B01|03BFFCBD249A03BBCEAD3163C5B7C48B|01|5|1|1|1|2|1|2|5||2|
03BFFCBD249A03BBDB822B94699FC4F601|03BFFCBD249A03BBDB822B94699FC4F6|01|5|1|1|1|2|1|2|5||2|
03E6EDB4815945054CED987B05EEFF6801|03E6EDB4815945054CED987B05EEFF68|01|5|1|1|1|2|1|2|9||2|
03E6EDB481594505C012E741FBD904BA01|03E6EDB481594505C012E741FBD904BA|01|5|1|1|1|2|1|2|9||2|
03E6EDB481594505FB47E2E3A4A3007201|03E6EDB481594505FB47E2E3A4A30072|01|5|1|1|1|2|1|2|9||2|
03EBD6179EDBB2CD1ACC7636519D6E7101|03EBD6179EDBB2CD1ACC7636519D6E71|01|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD21B4392465FFB4A201|03EBD6179EDBB2CD21B4392465FFB4A2|01|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD21B4392465FFB4A202|03EBD6179EDBB2CD21B4392465FFB4A2|02|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD24F8F80316C0130201|03EBD6179EDBB2CD24F8F80316C01302|01|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD24F8F80316C0130202|03EBD6179EDBB2CD24F8F80316C01302|02|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD24F8F80316C0130203|03EBD6179EDBB2CD24F8F80316C01302|03|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD44941C9B92156B5401|03EBD6179EDBB2CD44941C9B92156B54|01|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD4F933DFD7E943CB701|03EBD6179EDBB2CD4F933DFD7E943CB7|01|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD65496B8029604F6E01|03EBD6179EDBB2CD65496B8029604F6E|01|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD65496B8029604F6E02|03EBD6179EDBB2CD65496B8029604F6E|02|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD65496B8029604F6E03|03EBD6179EDBB2CD65496B8029604F6E|03|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD712C5FBDEC49616B01|03EBD6179EDBB2CD712C5FBDEC49616B|01|2|1|1|1|3|1|2|9||2|SOLO COSECHAN UNA VEZ POR ANO NO REALIZAN MITACA
03EBD6179EDBB2CD712C5FBDEC49616B02|03EBD6179EDBB2CD712C5FBDEC49616B|02|2|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD712C5FBDEC49616B03|03EBD6179EDBB2CD712C5FBDEC49616B|03|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CD9075906162B5C05C01|03EBD6179EDBB2CD9075906162B5C05C|01|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CDB7FD13917F8E8C6901|03EBD6179EDBB2CDB7FD13917F8E8C69|01|2|1|1|1|3|1|2|9||2|RECIEN TOMO EN ARRIENDO LA FINCA ESTE ANO CON CAFETAL ABANDONADO LO ESTA RECUPERANDO
03EBD6179EDBB2CDB7FD13917F8E8C6902|03EBD6179EDBB2CDB7FD13917F8E8C69|02|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CDEFF95A3CEA94B48501|03EBD6179EDBB2CDEFF95A3CEA94B485|01|5|1|1|1|3|1|2|9||2|
03EBD6179EDBB2CDF36819CDF359C44201|03EBD6179EDBB2CDF36819CDF359C442|01|5|1|1|1|3|1|2|9||2|
03EC655D869B96A589762340A5AC3B7C01|03EC655D869B96A589762340A5AC3B7C|01|5|1|1|1|2|1|2|5||2|
03EC655D869B96A590522D5900215E0D01|03EC655D869B96A590522D5900215E0D|01|5|1|1|1|2|1|2|5||2|
03FF3226DFED212A31878058AD1B464901|03FF3226DFED212A31878058AD1B4649|01|2|1|1|1|1|1|1||||
03FF3226DFED212A31878058AD1B464902|03FF3226DFED212A31878058AD1B4649|02||2|1|1|1|1|2|||2|
03FF3226DFED212A31878058AD1B464903|03FF3226DFED212A31878058AD1B4649|03|1|1|1|1|1|1|2|6||2|
03FF3226DFED212A602CE88B0A0BA5EF01|03FF3226DFED212A602CE88B0A0BA5EF|01|2|1|1|1|1|1|2|9||2|
03FF3226DFED212A826FB860F61FCB3801|03FF3226DFED212A826FB860F61FCB38|01|1|1|1|1|1|1|1||||
03FF3226DFED212A826FB860F61FCB3802|03FF3226DFED212A826FB860F61FCB38|02||2|1|1|1|1|2|||2|
040434731F76AA8E75FE033B879F5A7001|040434731F76AA8E75FE033B879F5A70|01|5|1|1|1|2|1|2|9||2|
040434731F76AA8EE8D627863303CA2801|040434731F76AA8EE8D627863303CA28|01|2|1|1|1|2|1|2|9||2|
040434731F76AA8EE8D627863303CA2802|040434731F76AA8EE8D627863303CA28|02|5|1|1|1|2|1|2|9||2|
040D18B77B1EE6A1E18D2D67C204200601|040D18B77B1EE6A1E18D2D67C2042006|01|5|1|1|1|2|1|2|9||2|
040D96FC3E26CBCE01143F0415F2BBD401|040D96FC3E26CBCE01143F0415F2BBD4|01|1|1|1|1|2|1|2|6||2|ANTES DE SEMBRAR LA YUCA EL LOTE ERA MALEZA
040D96FC3E26CBCE01143F0415F2BBD402|040D96FC3E26CBCE01143F0415F2BBD4|02|3|2|1|1|2|1|2|||2|ANTES EL LOTE ESTABA EN DESCANSO
040D96FC3E26CBCE01143F0415F2BBD403|040D96FC3E26CBCE01143F0415F2BBD4|03|5|1|1|1|2|1|2|5||2|
040D96FC3E26CBCE7E35647097F5C95401|040D96FC3E26CBCE7E35647097F5C954|01|5|1|1|1|2|1|2|5||2|
040D96FC3E26CBCE82F550B371929B4501|040D96FC3E26CBCE82F550B371929B45|01|1|1|1|1|2|1|2|5||2|EL PASADO DEL LOTE DE TABACO ERA PASTO
040D96FC3E26CBCE82F550B371929B4502|040D96FC3E26CBCE82F550B371929B45|02|3|2|1|1|2|1|2|||2|EL LOTE SE ENCUENTRA EN BARBECHO SE PIENSA SEMBRAR TRIGO
040D96FC3E26CBCE82F550B371929B4503|040D96FC3E26CBCE82F550B371929B45|03|2|1|1|1|1|1|2|9||2|SE REALIZA FERTILIZACION CON PRODUCTOS QUIMICOS MANEJO DE PLAGAS Y CONTROL DE MALEZAS
040D96FC3E26CBCE82F550B371929B4504|040D96FC3E26CBCE82F550B371929B45|04|1|1|1|1|2|1|1||||LA YUCA ES PARA EL CONSUMO DE LA UPA
040D96FC3E26CBCE82F550B371929B4505|040D96FC3E26CBCE82F550B371929B45|05||2|1|1|2|1|2|||2|EL MAIZ ES PARA EL CONSUMO DE LA FINCA
040D96FC3E26CBCE82F550B371929B4506|040D96FC3E26CBCE82F550B371929B45|06|5|1|1|1|2|1|2|5||2|
040D96FC3E26CBCEDAF37C2332E81F9E01|040D96FC3E26CBCEDAF37C2332E81F9E|01|1|1|1|1|2|1|1||||SE FERTILIZA CON PRODUCTOS QUIMICOS UNA VEZ AL ANO
040D96FC3E26CBCEDAF37C2332E81F9E02|040D96FC3E26CBCEDAF37C2332E81F9E|02||2|1|1|2|1|2|||2|EL PRODUCTOR ALTERNA LOS CULTIVOS DE TABACO CON EL DE MAIZ
040D96FC3E26CBCEDAF37C2332E81F9E03|040D96FC3E26CBCEDAF37C2332E81F9E|03|1|1|2|1|2|2|2|6||2|BUENAS PRACTICAS AGRICOLAS IMPLEMENTADAS EN EL LOTE
040D96FC3E26CBCEDAF37C2332E81F9E04|040D96FC3E26CBCEDAF37C2332E81F9E|04|3|2|1|1|2|1|2|||2|EN LA UPA SE REALIZA ROTACION DE CULTIVOS
040D96FC3E26CBCEDAF37C2332E81F9E05|040D96FC3E26CBCEDAF37C2332E81F9E|05|5|1|1|1|2|1|2|5||2|
040D96FC3E26CBCEDC0B14844488ACB101|040D96FC3E26CBCEDC0B14844488ACB1|01|1|1|1|1|2|1|2|9||2|ALTO COSTO DE LOS INSUMOS AGRICOLAS
040D96FC3E26CBCEDC0B14844488ACB102|040D96FC3E26CBCEDC0B14844488ACB1|02|5|1|1|1|2|1|2|5||2|
04114506E901932D2855DEA9C9B54F5701|04114506E901932D2855DEA9C9B54F57|01|5|1|1|1|3|1|2|9||2|
04114506E901932D382C80528E110F7801|04114506E901932D382C80528E110F78|01|5|1|1|1|3|1|2|9||2|
04114506E901932D3F86B6CFCB70DE7401|04114506E901932D3F86B6CFCB70DE74|01|1|1|1|1|2|1|2|9||2|
04114506E901932D7BF7E71372FA725301|04114506E901932D7BF7E71372FA7253|01|5|1|1|1|2|1|2|9||2|
04114506E901932D8A6497189982A24E01|04114506E901932D8A6497189982A24E|01|5|1|1|1|3|1|2|9||2|
04114506E901932D8C168F2EF4E87C3101|04114506E901932D8C168F2EF4E87C31|01|5|1|1|1|2|1|2|9||2|
04114506E901932DC568C2306ED51FBF01|04114506E901932DC568C2306ED51FBF|01|5|1|1|1|3|1|2|9||2|
04114506E901932DD29506F40A936DFA01|04114506E901932DD29506F40A936DFA|01|1|1|1|1|3|1|1||||
04114506E901932DD29506F40A936DFA02|04114506E901932DD29506F40A936DFA|02||2|1|1|3|1|2|||2|
04114506E901932DD29506F40A936DFA03|04114506E901932DD29506F40A936DFA|03|1|1|1|1|3|1|1||||
04114506E901932DD29506F40A936DFA04|04114506E901932DD29506F40A936DFA|04||2|1|1|3|1|2|||2|
04114506E901932DD29506F40A936DFA05|04114506E901932DD29506F40A936DFA|05|5|1|1|1|3|1|2|9||2|
04114506E901932DDCEED54C489605CB01|04114506E901932DDCEED54C489605CB|01|1|1|1|1|2|1|1||||
04114506E901932DDCEED54C489605CB02|04114506E901932DDCEED54C489605CB|02||2|1|1|2|1|2|||2|
04114506E901932DDCEED54C489605CB03|04114506E901932DDCEED54C489605CB|03|1|1|1|1|2|1|2|9||2|
04114506E901932DE48883DD7B80099D01|04114506E901932DE48883DD7B80099D|01|1|1|1|1|2|1|2|9||2|
04114506E901932DE48883DD7B80099D02|04114506E901932DE48883DD7B80099D|02|1|1|1|1|2|1|2|9||2|
04114506E901932DE48883DD7B80099D03|04114506E901932DE48883DD7B80099D|03|1|1|1|1|2|1|2|9||2|
04114506E901932DE48883DD7B80099D04|04114506E901932DE48883DD7B80099D|04|3|2|1|1|2|1|2|||2|
04114506E901932DE48883DD7B80099D05|04114506E901932DE48883DD7B80099D|05|5|1|1|1|2|1|2|9||2|
04114506E901932DF27ADD29A9A3DB9901|04114506E901932DF27ADD29A9A3DB99|01|1|1|1|1|3|1|2|9||2|
04114506E901932DF27ADD29A9A3DB9902|04114506E901932DF27ADD29A9A3DB99|02|5|1|1|1|3|1|2|9||2|
04114506E901932DFB8E18CF33E13FF501|04114506E901932DFB8E18CF33E13FF5|01|5|1|1|1|2|1|2|9||2|
041CFF453BE50539041B5DEFD23750A301|041CFF453BE50539041B5DEFD23750A3|01|5|1|1|1|3|1|2|5||2|
041CFF453BE5053925172791DF2B414101|041CFF453BE5053925172791DF2B4141|01|5|1|1|1|2|1|2|5||2|
041CFF453BE5053929F987EA48A2211101|041CFF453BE5053929F987EA48A22111|01|1|1|1|1|1|1|2|5||2|
041CFF453BE5053929F987EA48A2211102|041CFF453BE5053929F987EA48A22111|02|5|1|1|1|2|1|2|5||2|
041CFF453BE50539459D1448DA478C1201|041CFF453BE50539459D1448DA478C12|01|5|1|1|1|3|1|2|5||2|
041CFF453BE505394AB996F5AFB822CF01|041CFF453BE505394AB996F5AFB822CF|01|5|1|1|1|2|1|2|5||2|
041CFF453BE505395C016ED773E4F72201|041CFF453BE505395C016ED773E4F722|01|5|1|1|1|3|1|2|5||2|
041CFF453BE505395C016ED773E4F72202|041CFF453BE505395C016ED773E4F722|02|5|1|1|1|3|1|2|5||2|
041CFF453BE5053961D08F975ACCDD7101|041CFF453BE5053961D08F975ACCDD71|01|5|1|1|1|3|1|2|5||2|
041CFF453BE505399A2A714C771E70CC01|041CFF453BE505399A2A714C771E70CC|01|5|1|1|1|2|1|2|5||2|
041CFF453BE50539C4A3799C3F1E273E01|041CFF453BE50539C4A3799C3F1E273E|01|5|1|1|1|2|1|2|9||2|
041CFF453BE50539C7930B5E6DE8D6D401|041CFF453BE50539C7930B5E6DE8D6D4|01|5|1|1|1|3|1|2|5||2|
041CFF453BE50539EA8C37DBDA2842FF01|041CFF453BE50539EA8C37DBDA2842FF|01|5|1|1|1|2|1|2|5||2|
041CFF453BE50539F3018836ED13E21201|041CFF453BE50539F3018836ED13E212|01|5|1|1|1|3|1|2|5||2|
041CFF453BE50539F5377145BA0D59A101|041CFF453BE50539F5377145BA0D59A1|01|5|1|1|1|2|1|2|5||2|
041CFF453BE50539FB531BABABAEAF4A01|041CFF453BE50539FB531BABABAEAF4A|01|2|1|1|1|3|1|2|9||2|
041CFF453BE50539FB531BABABAEAF4A02|041CFF453BE50539FB531BABABAEAF4A|02|5|1|1|1|3|1|2|5||2|
0424DB7C423980DAED93C2DFDD4DB59001|0424DB7C423980DAED93C2DFDD4DB590|01|1|1|1|1|2|1|1||||
0424DB7C423980DAED93C2DFDD4DB59002|0424DB7C423980DAED93C2DFDD4DB590|02||2|1|1|2|1|1||||
0424DB7C423980DAED93C2DFDD4DB59003|0424DB7C423980DAED93C2DFDD4DB590|03||2|1|1|2|1|2|||2|
0424DB7C423980DAED93C2DFDD4DB59004|0424DB7C423980DAED93C2DFDD4DB590|04|1|1|1|1|2|1|1||||
0424DB7C423980DAED93C2DFDD4DB59005|0424DB7C423980DAED93C2DFDD4DB590|05||2|1|1|2|1|2|||2|
0424DB7C423980DAED93C2DFDD4DB59006|0424DB7C423980DAED93C2DFDD4DB590|06|1|1|1|1|2|1|2|5||2|
0424DB7C423980DAED93C2DFDD4DB59007|0424DB7C423980DAED93C2DFDD4DB590|07|3|2|1|1|2|1|2|||2|
0424DB7C423980DAED93C2DFDD4DB59008|0424DB7C423980DAED93C2DFDD4DB590|08|1|1|1|1|2|1|2|5||2|
0424DB7C423980DAED93C2DFDD4DB59009|0424DB7C423980DAED93C2DFDD4DB590|09|2|1|1|2|1|1|1||||
0424DB7C423980DAED93C2DFDD4DB59010|0424DB7C423980DAED93C2DFDD4DB590|10||2|1|1|1|1|2|||2|
0424DB7C423980DAED93C2DFDD4DB59011|0424DB7C423980DAED93C2DFDD4DB590|11|5|1|1|1|2|1|2|5||2|
0424DB7C423980DAED93C2DFDD4DB59012|0424DB7C423980DAED93C2DFDD4DB590|12|2|1|1|1|1|1|1||||
0424DB7C423980DAED93C2DFDD4DB59013|0424DB7C423980DAED93C2DFDD4DB590|13|1|2|1|1|1||2|5||2|ADICION LOTE DE CULTIVO PASADO POR LLAMADA
042C0AC90913D5F80107515E33654E1901|042C0AC90913D5F80107515E33654E19|01|3|2|1|1|2|1|2|||2|
042C0AC90913D5F80107515E33654E1902|042C0AC90913D5F80107515E33654E19|02|5|1|1|1|2|1|2|5||2|
042C0AC90913D5F811A7D0E8658D01AD01|042C0AC90913D5F811A7D0E8658D01AD|01|5|1|1|1|2|1|2|9||2|
042C0AC90913D5F82CEAC7D7012A2F2101|042C0AC90913D5F82CEAC7D7012A2F21|01|1|1|1|1|2|1|1||||
042C0AC90913D5F82CEAC7D7012A2F2102|042C0AC90913D5F82CEAC7D7012A2F21|02||2|1|1|2|1|2|||2|PASADO PAPA COSECHADA EN JULIO DE 2018
042C0AC90913D5F859F86CA8B56237C101|042C0AC90913D5F859F86CA8B56237C1|01|5|1|1|1|2|1|2|9||2|
042C0AC90913D5F8682C40CF0CDA8A6E01|042C0AC90913D5F8682C40CF0CDA8A6E|01|1|1|1|1|2|1|1||||
042C0AC90913D5F8682C40CF0CDA8A6E02|042C0AC90913D5F8682C40CF0CDA8A6E|02||2|1|1|2|1|2|||2|CULTIVO NUEVO PASADO PASTO
042C0AC90913D5F8682C40CF0CDA8A6E03|042C0AC90913D5F8682C40CF0CDA8A6E|03|1|1|1|1|2|1|1||||
042C0AC90913D5F8682C40CF0CDA8A6E04|042C0AC90913D5F8682C40CF0CDA8A6E|04||2|1|1|2|1|2|||2|
042C0AC90913D5F8682C40CF0CDA8A6E05|042C0AC90913D5F8682C40CF0CDA8A6E|05|1|1|1|1|2|1|1||||
042C0AC90913D5F8682C40CF0CDA8A6E06|042C0AC90913D5F8682C40CF0CDA8A6E|06||2|1|1|2|1|2|||2|
042C0AC90913D5F8682C40CF0CDA8A6E07|042C0AC90913D5F8682C40CF0CDA8A6E|07|5|1|1|1|2|1|2|5||2|
042C0AC90913D5F86E5E0E1E3851D9B001|042C0AC90913D5F86E5E0E1E3851D9B0|01|5|1|2|1|2|2|2|5||2|
042C0AC90913D5F86ECF344F46CF53B401|042C0AC90913D5F86ECF344F46CF53B4|01|1|1|1|1|2|1|2|5||2|LOTE NUEVO PASADO PASTO
042C0AC90913D5F86ECF344F46CF53B402|042C0AC90913D5F86ECF344F46CF53B4|02|1|1|1|1|2|1|1||||
042C0AC90913D5F86ECF344F46CF53B403|042C0AC90913D5F86ECF344F46CF53B4|03||2|1|1|2|1|2|||2|PASADO BARBECHO PAPA COSECHADO EN FEBRERO 2018
042C0AC90913D5F86ECF344F46CF53B404|042C0AC90913D5F86ECF344F46CF53B4|04|3|2|1|1|2|1|1||||
042C0AC90913D5F86ECF344F46CF53B405|042C0AC90913D5F86ECF344F46CF53B4|05||2|1|1|2|1|2|||2|LOTE NUEVO PASADO PASTO
042C0AC90913D5F86ECF344F46CF53B406|042C0AC90913D5F86ECF344F46CF53B4|06|5|1|1|1|2|1|2|9||2|
042C0AC90913D5F87E2484252056562401|042C0AC90913D5F87E24842520565624|01|1|1|1|1|2|1|1||||
042C0AC90913D5F87E2484252056562402|042C0AC90913D5F87E24842520565624|02||2|1|1|2|1|2|||2|
042C0AC90913D5F87E2484252056562403|042C0AC90913D5F87E24842520565624|03|5|1|1|1|2|1|2|5||2|
042C0AC90913D5F888D4DEFEE40E345101|042C0AC90913D5F888D4DEFEE40E3451|01|5|1|2|1|2|2|2|5||2|
042C0AC90913D5F8B14752489484D64C01|042C0AC90913D5F8B14752489484D64C|01|5|1|1|1|2|1|2|9||2|
0431EDAF29D0A129258DBB0DDAA91A1A01|0431EDAF29D0A129258DBB0DDAA91A1A|01|5|1|1|1|2|1|2|5||2|
0431EDAF29D0A12954BEF2A483EE6F0701|0431EDAF29D0A12954BEF2A483EE6F07|01|5|1|1|1|3|1|2|5||2|
0431EDAF29D0A12998BF85F6F9D17BC801|0431EDAF29D0A12998BF85F6F9D17BC8|01|5|1|1|1|3|1|2|5||2|
0431EDAF29D0A129BD754B71534C088701|0431EDAF29D0A129BD754B71534C0887|01|5|1|1|1|2|1|2|5||2|
0431EDAF29D0A129C8B817C0E5381C2401|0431EDAF29D0A129C8B817C0E5381C24|01|5|1|1|1|2|1|2|5||2|
0431EDAF29D0A129EB90F4E2A686315601|0431EDAF29D0A129EB90F4E2A6863156|01|5|1|1|1|2|1|2|5||2|
043DCA69F956428A066653065B620F2D01|043DCA69F956428A066653065B620F2D|01|2|1|1|1|1|1|2|9||2|
043DCA69F956428A066653065B620F2D02|043DCA69F956428A066653065B620F2D|02|3|2|1|1|1|1|1||||
043DCA69F956428A066653065B620F2D03|043DCA69F956428A066653065B620F2D|03||2|1|1|1|1|2|||2|
043DCA69F956428A066653065B620F2D04|043DCA69F956428A066653065B620F2D|04|2|1|1|1|1|1|2|9||2|
043DCA69F956428A066653065B620F2D05|043DCA69F956428A066653065B620F2D|05|5|1|1|1|3|1|2|9||2|
043DCA69F956428A09FE039B706B551E01|043DCA69F956428A09FE039B706B551E|01|5|1|1|1|3|1|2|9||2|
043DCA69F956428A09FE039B706B551E02|043DCA69F956428A09FE039B706B551E|02|5|1|1|1|3|1|2|9||2|
043DCA69F956428A112807D1BF17137B01|043DCA69F956428A112807D1BF17137B|01|5|1|1|1|3|1|2|9||2|
043DCA69F956428A112807D1BF17137B02|043DCA69F956428A112807D1BF17137B|02|5|1|1|1|3|1|2|9||2|
043DCA69F956428A112807D1BF17137B03|043DCA69F956428A112807D1BF17137B|03|5|1|1|1|3|1|2|9||2|
043DCA69F956428A112807D1BF17137B04|043DCA69F956428A112807D1BF17137B|04|5|1|1|1|3|1|2|9||2|
043DCA69F956428A12ADBFBE20E445A701|043DCA69F956428A12ADBFBE20E445A7|01|5|1|1|1|3|1|2|9||2|
