KEYPPAL_PR|KEYPPAL|NUM_PRODUCTOR|AUTO_REC_PROD|COND_CAM_PROD_SN|FUE_CAM_PROD_SN|COMU_CAM_SN|SIT_DESPLAZ_OPA|SIT_DESPLAZ_OPB|SIT_DESPLAZ_OPC|SIT_DESPLAZ_OPD|ANIO_DESPLAZ_FOR|ANIO_DESPOJO|ANIO_ABAN_FORZ|RES_PROD_SN|COD_DPTO_RESPROD|MET_MEDICION|D_EUCLIDIANA_KM|D_GEODESICA_KM|PROD_SEX|MUJCABFAM_SN|NIVEL_ESTUD|EDAD_PROD|RAZA_PROD|DED_PROD|PROD_SEG_OPA|PROD_SEG_OPB|PROD_SEG_OPC|PROD_SEG_OPD
0007995F372CB47D12196261409B280801|0007995F372CB47D12196261409B2808|01|1|1||1||||1||||1||UPA|0|0|1|1|1|37|6|1|||1|
0007EB3E15A763FA0A571C20E7297D4C01|0007EB3E15A763FA0A571C20E7297D4C|01|1|1||1||||1||||1||UPA|0|0|1|1|1|52|6|1|||1|
0007EB3E15A763FA168EF3D9C2ABAD8401|0007EB3E15A763FA168EF3D9C2ABAD84|01|1|1||1||||1||||1||UPA|0|0|1|1|1|65|6|1|||1|
0007EB3E15A763FA270AB5548E1106DB01|0007EB3E15A763FA270AB5548E1106DB|01|1|1||1||||1||||1||UPA|0|0|1|1|1|43|6|1|||1|
0007EB3E15A763FA88B1F0D1FB2762BE01|0007EB3E15A763FA88B1F0D1FB2762BE|01|1|1||1||||1||||1||UPA|0|0|2|2|1|75|6|2|||1|
0007EB3E15A763FAA6C5EB743CDE1F4801|0007EB3E15A763FAA6C5EB743CDE1F48|01|1|1||1||||1||||1||UPA|0|0|1|1|1|53|6|1|||1|
001095CF1E1D6BCF4BF28AC951DF5F2D01|001095CF1E1D6BCF4BF28AC951DF5F2D|01|2|||||||||||2|23|punto alcaldia municipal|53.6778006040993|53.9942822551289|1|1|6|60|6|2|||1|
00181F61DBE0714D109ACBC267F065DA01|00181F61DBE0714D109ACBC267F065DA|01|2|||||||||||2|17|punto alcaldia municipal|13.1996099482265|13.243313347562|1|1|6|50|6|5|||1|
00181F61DBE0714D29B1F5ABC2CB56E801|00181F61DBE0714D29B1F5ABC2CB56E8|01|1|1||2||||1||||1||UPA|0|0|1|1|5|53|6|2|||1|
00181F61DBE0714D2C25168BF9E9DA4201|00181F61DBE0714D2C25168BF9E9DA42|01|1|2|2|2||||1||||2|17|punto alcaldia municipal|71.0287053299883|71.4423594083613|1|1|5|52|6|2||||1
00181F61DBE0714D57C18C02F7CDA5EB01|00181F61DBE0714D57C18C02F7CDA5EB|01|2|||||||||||2|17|punto alcaldia municipal|61.8531866803887|62.2145055114443|1|1|3|84|6|6|||1|
001AA4EAE307C0A30BF8D91F207197FD01|001AA4EAE307C0A30BF8D91F207197FD|01|1|1||1||||1||||2|25|centroide vereda|0.760893747970205|0.763737600906117|1|2|1|54|6|1|||1|
001AA4EAE307C0A3822A41448B4EE01201|001AA4EAE307C0A3822A41448B4EE012|01|1|1||1||||1||||1||UPA|0|0|1|2|1|54|6|1|||1|
001AA4EAE307C0A3A3CCC9EA740C2A6D01|001AA4EAE307C0A3A3CCC9EA740C2A6D|01|1|1||1||||1||||2|25|centroide vereda|2.755442245046|2.75548987859195|1|2|6|45|6|3|||1|
001AA4EAE307C0A3E5D3E5D0E61DB8CD01|001AA4EAE307C0A3E5D3E5D0E61DB8CD|01|1|1||1||||1||||2|25|centroide vereda|2.63769470871527|2.63814449400652|1|2|1|48|6|2|||1|
001AA4EAE307C0A3EBDA11C46B60C95101|001AA4EAE307C0A3EBDA11C46B60C951|01|1|1||1||||1||||1||UPA|0|0|1|2|1|38|6|1|||1|
001E7A10D488E2881B7D279C330C649D01|001E7A10D488E2881B7D279C330C649D|01|2|||||||||||1||UPA|0|0|2|1|8|98|6|1|||1|
001E7A10D488E28820824D515CEF227E01|001E7A10D488E28820824D515CEF227E|01|2|||||||||||1||UPA|0|0|1|1|8|98|6|1|||1|
001E7A10D488E28825FC70C96F2A0ACA01|001E7A10D488E28825FC70C96F2A0ACA|01|2|||||||||||2|73|punto alcaldia municipal|8.57644685440714|8.61061617714136|1|1|8|98|6|2|||1|
001E7A10D488E28841A543885EA9934A01|001E7A10D488E28841A543885EA9934A|01|1|1||1||||1||||1||UPA|0|0|1|1|3|50|6|1|||1|
001E7A10D488E288963F9408306BDF1601|001E7A10D488E288963F9408306BDF16|01|2|||||||||||2|73|centroide vereda|2.15988121740777|2.16737532475069|1|1|1|47|6|3|||1|
001E7A10D488E288A61C279210C3549101|001E7A10D488E288A61C279210C35491|01|1|1||1||||1||||2|73|punto alcaldia municipal|8.73961311144402|8.76878914308713|1|1|1|55|6|2|||1|
001E7A10D488E288E1E4E6805048EE8601|001E7A10D488E288E1E4E6805048EE86|01|1|1||1||||1||||1||UPA|0|0|1|1|8|61|6|1|||1|
001E7A10D488E288EA5243CF26043AC301|001E7A10D488E288EA5243CF26043AC3|01|1|1||1||||1||||1||UPA|0|0|1|1|2|57|6|2|||1|
001E7A10D488E288EC79A4113B16F16F01|001E7A10D488E288EC79A4113B16F16F|01|1|1||1||||1||||2|73|centroide vereda|1.30392847347888|1.31110012452083|1|1|1|73|6|1|||1|
002012EEB3021905017AE9DCC853195901|002012EEB3021905017AE9DCC8531959|01|1|1||1|1||||2002|||2|15|punto alcaldia municipal|17.9583315085863|17.987297931406|1|1|6|73|6|1|||1|
002012EEB30219052F4DA0FF758691D601|002012EEB30219052F4DA0FF758691D6|01|1|1||1||||1||||1||UPA|0|0|1|1|1|52|6|1|||1|
002012EEB302190545558ED8A8B0D76C01|002012EEB302190545558ED8A8B0D76C|01|1|1||1||||1||||1||UPA|0|0|2|1|1|42|6|1|||1|
002012EEB3021905D8E0AC5BA9F4FB0401|002012EEB3021905D8E0AC5BA9F4FB04|01|1|1||1||||1||||1||UPA|0|0|1|1|1|63|6|1|||1|
002012EEB3021905E70A2364B878AFE801|002012EEB3021905E70A2364B878AFE8|01|1|1||1|1||||1996|||1||UPA|0|0|1|1|1|84|6|1|||1|
0028BD68AE4CF31B014B2492CF7A7B5A01|0028BD68AE4CF31B014B2492CF7A7B5A|01|2|||||||||||2|63|punto alcaldia municipal|0.900227364921638|0.903788223317736|1|2|2|69|6|2|||1|
0028BD68AE4CF31BC5FD39E0E555EFB001|0028BD68AE4CF31BC5FD39E0E555EFB0|01|2|||||||||||1||UPA|0|0|1|2|6|73|6|1|||1|
0028BD68AE4CF31BFF40D9789FB02AFA01|0028BD68AE4CF31BFF40D9789FB02AFA|01|1|2|2|2||||1||||2|63|punto alcaldia municipal|3.1148608686654|3.1275045501037|1|2|7|65|6|1|||1|
002EDF2C3BD8A84B043A7E5BB2D2148901|002EDF2C3BD8A84B043A7E5BB2D21489|01|1|1||1||||1||||1||UPA|0|0|2|1|8|75|1|1|||1|
002EDF2C3BD8A84B06805857874CD7BC01|002EDF2C3BD8A84B06805857874CD7BC|01|1|1||1||||1||||2|52|punto alcaldia municipal|0.417281912564335|0.418807043509933|1|1|2|50|1|2|||1|
002EDF2C3BD8A84B0DA86B67A330AD8701|002EDF2C3BD8A84B0DA86B67A330AD87|01|2|||||||||||1||UPA|0|0|2|1|8|82|1|1|||1|
002EDF2C3BD8A84B0F8FA24761291BAA01|002EDF2C3BD8A84B0F8FA24761291BAA|01|1|1||1||||1||||1||UPA|0|0|2|1|1|58|1|1|||1|
002EDF2C3BD8A84B1C441B970CAB2E9701|002EDF2C3BD8A84B1C441B970CAB2E97|01|1|1||1||||1||||1||UPA|0|0|2|1|1|59|1|1|||1|
002EDF2C3BD8A84B492A3863D387A41501|002EDF2C3BD8A84B492A3863D387A415|01|1|2|2|2||||1||||1||UPA|0|0|1|1|2|53|1|1|||1|
002EDF2C3BD8A84B5118B741D4027BE901|002EDF2C3BD8A84B5118B741D4027BE9|01|1|1||1||||1||||1||UPA|0|0|1|1|1|45|1|1|||1|
002EDF2C3BD8A84B574EFCEBD7B881D301|002EDF2C3BD8A84B574EFCEBD7B881D3|01|1|1||1||||1||||1||UPA|0|0|1|1|1|42|1|1|||1|
002EDF2C3BD8A84B59CED4FD30BC11A901|002EDF2C3BD8A84B59CED4FD30BC11A9|01|1|1||1||||1||||1||UPA|0|0|2|1|1|43|1|1|||1|
002EDF2C3BD8A84B7D4B552B3C83879101|002EDF2C3BD8A84B7D4B552B3C838791|01|1|1||1||||1||||2|52|punto alcaldia municipal|0.623722265554563|0.626574853199494|1|1|1|83|1|3|||1|
002EDF2C3BD8A84B9A69D118AB450F4701|002EDF2C3BD8A84B9A69D118AB450F47|01|1|1||1||||1||||1||UPA|0|0|1|1|1|74|1|1|||1|
002EDF2C3BD8A84BA079937A623A0CFA01|002EDF2C3BD8A84BA079937A623A0CFA|01|1|2|2|2||||1||||1||UPA|0|0|2|2|1|35|1|1|||1|
002EDF2C3BD8A84BD11A633B8F9637CD01|002EDF2C3BD8A84BD11A633B8F9637CD|01|1|2|2|2||||1||||1||UPA|0|0|1|1|1|59|1|1|||1|
002EDF2C3BD8A84BE47E17FC61D8550B01|002EDF2C3BD8A84BE47E17FC61D8550B|01|1|1||1||||1||||1||UPA|0|0|2|1|1|64|1|1|||1|
0033781D71491A3C00CBE9F5DCBB7D8701|0033781D71491A3C00CBE9F5DCBB7D87|01|2|||||||||||2|68|punto alcaldia municipal|195.732122769796|196.606522280232|1|2|1|31|6|5|||1|
0033781D71491A3C05639E37FAE7700901|0033781D71491A3C05639E37FAE77009|01|1|1||1||||1||||1||UPA|0|0|1|1|1|51|6|1|||1|
0033781D71491A3C0E63AE2431177F1601|0033781D71491A3C0E63AE2431177F16|01|1|1||1||||1||||2|15|punto alcaldia municipal|7.75648090451033|7.80578911432478|1|1|1|41|6|2|||1|
0033781D71491A3C15293D44A2BEF60301|0033781D71491A3C15293D44A2BEF603|01|2|||||||||||1||UPA|0|0|1|1|2|50|6|2|||1|
0033781D71491A3C1BECC6F824E99EDF01|0033781D71491A3C1BECC6F824E99EDF|01|2|||||||||||2|15|punto alcaldia municipal|15.3911453005602|15.4829550250896|1|1|1|66|6|2|||1|
0033781D71491A3C1F855925F9044BCE01|0033781D71491A3C1F855925F9044BCE|01|2|||||||||||2|15|centroide vereda|4.00446173173925|4.0299988012939|1|1|1|60|6|3|||1|
0033781D71491A3C219EFECD7B77154301|0033781D71491A3C219EFECD7B771543|01|2|||||||||||2|15|punto alcaldia municipal|14.4755206035142|14.5622189962454|2|2|6|48|6|3|||1|
0033781D71491A3C2DA3DB20E3EC298101|0033781D71491A3C2DA3DB20E3EC2981|01|1|1||1||||1||||2|15|punto alcaldia municipal|7.65777164602411|7.70620450533278|1|1|1|62|6|2|||1|
0033781D71491A3C31D0A44CF7D8831901|0033781D71491A3C31D0A44CF7D88319|01|1|1||1||||1||||2|15|punto alcaldia municipal|7.61875125504483|7.66697254003637|1|1|2|41|6|6|||1|
0033781D71491A3C32B2CE90B91ADA6401|0033781D71491A3C32B2CE90B91ADA64|01|2|||||||||||2|15|punto alcaldia municipal|7.77610296930123|7.82559032375759|1|2|1|58|6|2|||1|
0033781D71491A3C36ABD6C706453B9C01|0033781D71491A3C36ABD6C706453B9C|01|2|||||||||||2|15|punto alcaldia municipal|7.65965360856221|7.70820670117261|1|2|1|58|6|2|||1|
0033781D71491A3C39A2CF1CBB90D56201|0033781D71491A3C39A2CF1CBB90D562|01|1|1||1||||1||||2|15|punto alcaldia municipal|7.82071426228081|7.87014635236541|1|1|1|65|6|2||||1
0033781D71491A3C3BDBA625F81AD26801|0033781D71491A3C3BDBA625F81AD268|01|2|||||||||||2|15|punto alcaldia municipal|14.5139992946678|14.6005687427788|1|1|1|57|6|2|||1|
0033781D71491A3C40DEEEAE88FA408F01|0033781D71491A3C40DEEEAE88FA408F|01|2|||||||||||2|15|punto alcaldia municipal|8.59846172002264|8.65229148074795|1|1|1|54|6|2|||1|
0033781D71491A3C422FE93DC58E60DB01|0033781D71491A3C422FE93DC58E60DB|01|2|||||||||||2|15|punto alcaldia municipal|14.6978985001663|14.7858252965035|1|1|6|35|6|3|||1|
0033781D71491A3C507E65FC718A3A4601|0033781D71491A3C507E65FC718A3A46|01|2|||||||||||2|15|punto alcaldia municipal|14.8648339660213|14.9540811043008|2|1|2|58|6|6|||1|
0033781D71491A3C50DAE8D3CE22475101|0033781D71491A3C50DAE8D3CE224751|01|2|||||||||||2|15|punto alcaldia municipal|15.3082293584324|15.3997590952132|2|1|2|55|6|4|||1|
0033781D71491A3C50FFE98518DD6C2E01|0033781D71491A3C50FFE98518DD6C2E|01|2|||||||||||1||UPA|0|0|1|1|1|62|6|1|||1|
0033781D71491A3C56341DB83872DE3701|0033781D71491A3C56341DB83872DE37|01|1|1||1||||1||||2|15|centroide vereda|3.99394006767692|4.01927597399825|1|1|1|70|6|2|||1|
0033781D71491A3C598856620B14B8A701|0033781D71491A3C598856620B14B8A7|01|1|1||1||||1||||2|15|centroide vereda|3.71775996864072|3.74146352240592|1|1|1|50|6|2|||1|
0033781D71491A3C669E05DE83323FA401|0033781D71491A3C669E05DE83323FA4|01|2|||||||||||2|15|punto alcaldia municipal|8.18056536705585|8.23217220382545|1|1|1|40|6|1|||1|
0033781D71491A3C6A5E01148318C2BA01|0033781D71491A3C6A5E01148318C2BA|01|2|||||||||||1||UPA|0|0|1|1|1|60|6|1|||1|
0033781D71491A3C6EB3D1D6BAE30C5401|0033781D71491A3C6EB3D1D6BAE30C54|01|2|||||||||||2|15|punto alcaldia municipal|8.60407320668461|8.65793789580254|1|1|1|50|6|2|||1|
0033781D71491A3C7290EEB33204031601|0033781D71491A3C7290EEB332040316|01|2|||||||||||2|15|punto alcaldia municipal|14.7823703480855|14.8709797468883|2|1|1|40|6|3|||1|
0033781D71491A3C72CE10577D2D8BBC01|0033781D71491A3C72CE10577D2D8BBC|01|1|1||1||||1||||2|15|centroide vereda|4.14243711134264|4.16892907646226|1|1|1|65|6|1|||1|
0033781D71491A3C72D9ADEC76999D9401|0033781D71491A3C72D9ADEC76999D94|01|2|||||||||||2|15|punto alcaldia municipal|8.06073923961082|8.11140844922864|1|1|1|62|6|2|||1|
0033781D71491A3C7AC31A64939768C701|0033781D71491A3C7AC31A64939768C7|01|2|||||||||||2|15|punto alcaldia municipal|15.1731372007243|15.2636493251649|1|1|1|65|6|2|||1|
0033781D71491A3C7B416716D3D99B4B01|0033781D71491A3C7B416716D3D99B4B|01|2|||||||||||2|15|punto alcaldia municipal|30.2315313159519|30.3716679530252|1|1|6|71|6|3|||1|
0033781D71491A3C8A6F4CD6B13442D501|0033781D71491A3C8A6F4CD6B13442D5|01|1|1||1||||1||||2|15|centroide vereda|3.85399554283459|3.87853055523656|1|1|1|42|6|2||||1
0033781D71491A3C8ED4C411BFAD997601|0033781D71491A3C8ED4C411BFAD9976|01|1|1||1||||1||||2|15|centroide vereda|3.98407210023294|4.00941524177219|1|1|1|62|6|2|||1|
0033781D71491A3C94496A4939B1B82801|0033781D71491A3C94496A4939B1B828|01|2|||||||||||2|15|punto alcaldia municipal|15.3506785091119|15.4424936725826|2|2|2|45|6|4|||1|
0033781D71491A3C9B0ACDAE2AE92F1F01|0033781D71491A3C9B0ACDAE2AE92F1F|01|2|||||||||||2|15|punto alcaldia municipal|14.9560350489111|15.0451068233532|1|1|2|63|6|3|||1|
0033781D71491A3C9E9658D256AB290501|0033781D71491A3C9E9658D256AB2905|01|1|1||1||||1||||2|15|punto alcaldia municipal|8.46479563611895|8.51778647162616|1|1|1|49|6|2|||1|
0033781D71491A3C9FAE057B7BEA5F9601|0033781D71491A3C9FAE057B7BEA5F96|01|2|||||||||||2|15|punto alcaldia municipal|14.839225974667|14.9281880331642|2|1|1|40|6|3|||1|
0033781D71491A3CA96C0D8CA21D183B01|0033781D71491A3CA96C0D8CA21D183B|01|1|1||1||||1||||1||UPA|0|0|2|1|8|80|6|1|||1|
0033781D71491A3CAAD86735D0490AE501|0033781D71491A3CAAD86735D0490AE5|01|2|||||||||||2|11|punto alcaldia municipal|161.990832270009|162.333798208366|2|2|1|63|6|5|||1|
0033781D71491A3CAC308219C8F70A6601|0033781D71491A3CAC308219C8F70A66|01|2|||||||||||2|15|punto alcaldia municipal|8.06699098945062|8.11783505601886|1|1|2|48|6|2|||1|
0033781D71491A3CAE7C36D9594C1F8401|0033781D71491A3CAE7C36D9594C1F84|01|2|||||||||||2|15|punto alcaldia municipal|7.99487871678805|8.045332371814|1|1|1|55|6|1|||1|
0033781D71491A3CB47714A93340AFFA01|0033781D71491A3CB47714A93340AFFA|01|2|||||||||||1||UPA|0|0|1|1|1|48|6|1|||1|
0033781D71491A3CB5D2572DF431BF7701|0033781D71491A3CB5D2572DF431BF77|01|2|||||||||||2|15|punto alcaldia municipal|8.45142168808354|8.50454697863714|1|1|1|57|6|1|||1|
0033781D71491A3CB85AE42C17F4A6ED01|0033781D71491A3CB85AE42C17F4A6ED|01|2|||||||||||2|15|punto alcaldia municipal|15.0492026796137|15.1387750266432|1|1|1|83|6|5|||1|
0033781D71491A3CBF301BC69308FD3001|0033781D71491A3CBF301BC69308FD30|01|2|||||||||||2|15|punto alcaldia municipal|8.40921196597502|8.46198493693523|1|1|1|65|6|1|||1|
0033781D71491A3CC2A107C954FFB3C301|0033781D71491A3CC2A107C954FFB3C3|01|2|||||||||||2|15|punto alcaldia municipal|14.3465030968456|14.4320419659718|2|1|1|85|6|3|||1|
0033781D71491A3CC587BD52D80AADFC01|0033781D71491A3CC587BD52D80AADFC|01|2|||||||||||2|15|punto alcaldia municipal|8.52056375431693|8.57401278704363|1|1|2|50|6|2|||1|
0033781D71491A3CC9CD57357F48426D01|0033781D71491A3CC9CD57357F48426D|01|1|1||1||||1||||1||UPA|0|0|1|1|1|77|6|2|||1|
0033781D71491A3CCE83B5F677AED6C701|0033781D71491A3CCE83B5F677AED6C7|01|2|||||||||||2|15|punto alcaldia municipal|8.05548062475529|8.10644850047107|1|1|1|50|6|3|||1|
0033781D71491A3CD772DEC1FAB4A1C301|0033781D71491A3CD772DEC1FAB4A1C3|01|2|||||||||||2|15|punto alcaldia municipal|8.00006821469686|8.05038538998078|2|1|2|52|6|6|||1|
0033781D71491A3CD99F30D81C25053C01|0033781D71491A3CD99F30D81C25053C|01|2|||||||||||2|15|punto alcaldia municipal|7.64745338058887|7.69579496109231|2|2|1|55|6|4|||1|
0033781D71491A3CDC8C588F0A9D932701|0033781D71491A3CDC8C588F0A9D9327|01|1|1||1||||1||||2|15|punto alcaldia municipal|14.9536642495192|15.0429372910365|2|2|1|77|6|3|||1|
0033781D71491A3CE9AE263FCBEFC57D01|0033781D71491A3CE9AE263FCBEFC57D|01|1|1||1||||1||||1||UPA|0|0|2|2|2|23|6|2|||1|
0033781D71491A3CEBFED8BE88689A5001|0033781D71491A3CEBFED8BE88689A50|01|1|1||1||||1||||2|15|punto alcaldia municipal|8.00215906788528|8.05242272327436|1|1|1|62|6|1|||1|
0033781D71491A3CED498CD0D42598F201|0033781D71491A3CED498CD0D42598F2|01|2|||||||||||2|15|punto alcaldia municipal|8.57328867446279|8.62696297297017|1|1|1|50|6|1|||1|
0033781D71491A3CED6D7B99254DC2A001|0033781D71491A3CED6D7B99254DC2A0|01|2|||||||||||2|15|punto alcaldia municipal|8.08368304556189|8.13445428812321|1|1|2|52|6|3|||1|
00468FBF3041087983121C2819966C8701|00468FBF3041087983121C2819966C87|01|2|||||||||||2|11|punto alcaldia municipal|248.778939866412|248.960401329534|1|1|2|39|6|5|||1|
00474E85E2A89E46C2452A40FD2F70BF01|00474E85E2A89E46C2452A40FD2F70BF|01|2|||||||||||2|47|punto alcaldia municipal|41.3443278671241|41.5652285857919|1|1|6|57|6|3||||1
00474E85E2A89E46FEA21C09E1C12AED01|00474E85E2A89E46FEA21C09E1C12AED|01|1|1||1|1||||2010|||1||UPA|0|0|1|1|3|51|6|1|||1|
0047E1A029BBAC1917C66E25DF2C758B01|0047E1A029BBAC1917C66E25DF2C758B|01|1|1||1||||1||||2|25|punto alcaldia municipal|5.12874648028119|5.1501675735395|1|1|1|59|6|2|||1|
0047E1A029BBAC1925FE6C6B8920807E01|0047E1A029BBAC1925FE6C6B8920807E|01|1|1||1||||1||||1||UPA|0|0|1|1|1|50|6|1|||1|
0047E1A029BBAC19572B95AF226E951101|0047E1A029BBAC19572B95AF226E9511|01|1|1||1||||1||||1||UPA|0|0|2|2|1|51|6|1|||1|
0047E1A029BBAC19624EFF25C3D234D601|0047E1A029BBAC19624EFF25C3D234D6|01|1|1||1||||1||||2|25|punto alcaldia municipal|4.89724539317995|4.91943197406572|1|1|1|57|6|2|||1|
0047E1A029BBAC196451407CAE77F5FE01|0047E1A029BBAC196451407CAE77F5FE|01|1|1||1||||1||||2|25|punto alcaldia municipal|4.80770730735154|4.82992522027794|1|1|1|50|6|3|||1|
0047E1A029BBAC19810D9651CF4E225E01|0047E1A029BBAC19810D9651CF4E225E|01|2|||||||||||2|11|punto alcaldia municipal|61.8798566765491|62.2814893515877|2|2|6|64|6|6|||1|
0047E1A029BBAC198297342C9ED8A2A401|0047E1A029BBAC198297342C9ED8A2A4|01|1|1||1||||1||||2|25|punto alcaldia municipal|4.89425116019527|4.91646171794155|2|1|1|52|6|2|||1|
0047E1A029BBAC19D0AC32605CB64C1F01|0047E1A029BBAC19D0AC32605CB64C1F|01|1|1||1||||1||||1||UPA|0|0|1|1|1|48|6|1|||1|
0047E1A029BBAC19DA0F27053276995601|0047E1A029BBAC19DA0F270532769956|01|1|1||1||||1||||1||UPA|0|0|1|1|1|67|6|1|||1|
0047E1A029BBAC19E2898ADEE71AB02201|0047E1A029BBAC19E2898ADEE71AB022|01|1|1||1||||1||||1||UPA|0|0|1|1|1|61|6|1|||1|
0047E1A029BBAC19EA357665B3391ED001|0047E1A029BBAC19EA357665B3391ED0|01|1|1||1||||1||||2|25|centroide vereda|1.6298839064762|1.63423715167019|1|1|1|50|6|3|||1|
0047E1A029BBAC19EE66F51AD38FE60401|0047E1A029BBAC19EE66F51AD38FE604|01|1|1||1||||1||||2|25|punto alcaldia municipal|4.86375615363769|4.88573080594239|1|1|1|50|6|2|||1|
004C2E7240B2C9931BE0748465F6A17901|004C2E7240B2C9931BE0748465F6A179|01|2|||||||||||2|11|punto alcaldia municipal|108.692464219537|109.119083457832|1|1|1|55|6|2|||1|
004C2E7240B2C993289721E8A6B443C601|004C2E7240B2C993289721E8A6B443C6|01|2|||||||||||2|15|punto alcaldia municipal|2.99896193815049|2.99916592069838|1|2|1|60|6|3|||1|
004C2E7240B2C9932916082A090BAFF301|004C2E7240B2C9932916082A090BAFF3|01|1|1||2||||1||||2|15|punto alcaldia municipal|2.84919872119016|2.8490641101236|1|1|1|38|6|2|||1|
004C2E7240B2C993317171EA8D9C896901|004C2E7240B2C993317171EA8D9C8969|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.90063536224614|2.90069898646034|2|1|1|34|6|2|||1|
004C2E7240B2C993344476BE275D938701|004C2E7240B2C993344476BE275D9387|01|2|||||||||||2|15|punto alcaldia municipal|2.74693194757001|2.74689605493605|1|2|1|56||3|||1|
004C2E7240B2C993474DF06652CCB6FD01|004C2E7240B2C993474DF06652CCB6FD|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.89027751469368|2.89027292904883|2|1|1|78|6|2|||1|
004C2E7240B2C9934E3133C9090D294401|004C2E7240B2C9934E3133C9090D2944|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.83979524271684|2.83964914490969|1|1|1|36|6|2|||1|
004C2E7240B2C99352DCABFE38224E0101|004C2E7240B2C99352DCABFE38224E01|01|2|||||||||||2|15|punto alcaldia municipal|2.73285115439573|2.73280564685695|1|1|1|60|6|3|||1|
004C2E7240B2C993564230AEAF2C05E701|004C2E7240B2C993564230AEAF2C05E7|01|1|1||1||||1||||2|15|punto alcaldia municipal|3.318324562981|3.31865468512566|2|1|1|55|6|2|||1|
004C2E7240B2C9935C67250C785F7A8F01|004C2E7240B2C9935C67250C785F7A8F|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.96498104548413|2.96494222508454|2|1|1|34|6|3|||1|
004C2E7240B2C993846F8DE27C4D13D601|004C2E7240B2C993846F8DE27C4D13D6|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.73819802636875|2.73828604695652|1|1|1|39|6|2|||1|
004C2E7240B2C9939539CDF6EE992E8101|004C2E7240B2C9939539CDF6EE992E81|01|1|1||1||||1||||2|15|punto alcaldia municipal|2.98234861997981|2.98242551762187|2|2|1|34|6|2|||1|
004C2E7240B2C993C6EB7633305DB72901|004C2E7240B2C993C6EB7633305DB729|01|1|2|1|1||||1||||2|15|punto alcaldia municipal|2.99565060113472|2.99585698796651|1|1|1|48|6|3|||1|
004C2E7240B2C993D406D6196000BC8501|004C2E7240B2C993D406D6196000BC85|01|2|||||||||||2|15|punto alcaldia municipal|11.7035462187881|11.7149575293227|1|2|1|60|6|2|||1|
004C2E7240B2C993D724C265D4F5487301|004C2E7240B2C993D724C265D4F54873|01|1|2|1|1||||1||||1||UPA|0|0|1|2|1|45|6|3|||1|
004FF7231AE30EF0030838A9DEC1DB9101|004FF7231AE30EF0030838A9DEC1DB91|01|1|1||1||||1||||2|70|punto alcaldia municipal|3.34095875249896|3.36095517001803|1|1|1|54|6|1|||1|
004FF7231AE30EF008386893CE13B80B01|004FF7231AE30EF008386893CE13B80B|01|1|1||1|1||||2001|||2|70|punto alcaldia municipal|2.95131032115006|2.96748133655443|1|1|1|34|1|1|||1|
004FF7231AE30EF0200A0D548F55CDC301|004FF7231AE30EF0200A0D548F55CDC3|01|1|1||1|1||||2009|||2|70|punto alcaldia municipal|2.64520110706373|2.6614081221775|1|1|1|75|6|1|||1|
004FF7231AE30EF02F511D0CF543706101|004FF7231AE30EF02F511D0CF5437061|01|1|1||1|1||||2009|||2|70|punto alcaldia municipal|2.58792813025197|2.60334426336572|1|1|1|75|6|1|||1|
004FF7231AE30EF0379B5BE4828DB3D801|004FF7231AE30EF0379B5BE4828DB3D8|01|1|1||1||||1||||2|70|punto alcaldia municipal|2.74099672415948|2.75734389302109|1|1|8|62|6|1|||1|
004FF7231AE30EF048320C0002BF32D501|004FF7231AE30EF048320C0002BF32D5|01|1|1||1||||1||||2|70|punto alcaldia municipal|3.29268847295444|3.31269720849347|1|1|1|72|6|1|||1|
004FF7231AE30EF04A7D90E56F343C7401|004FF7231AE30EF04A7D90E56F343C74|01|1|1||1||||1||||2|70|punto alcaldia municipal|2.82962540316336|2.84693579077635|1|1|1|72|6|1|||1|
004FF7231AE30EF0519EABDA55BE4F9301|004FF7231AE30EF0519EABDA55BE4F93|01|1|1||1|1||||1998|||2|70|punto alcaldia municipal|2.90467150719375|2.92174320713794|1|1|1|44|6|1|||1|
004FF7231AE30EF060A0314A89CFCBA501|004FF7231AE30EF060A0314A89CFCBA5|01|1|1||1||||1||||2|70|punto alcaldia municipal|3.02741028085604|3.04571880777246|1|1|2|44|6|1|||1|
004FF7231AE30EF06378FA8F1FA9E82401|004FF7231AE30EF06378FA8F1FA9E824|01|1|1||1|1||||2004|||2|70|punto alcaldia municipal|3.15089552759918|3.1700519036978|1|1|8|78|6|6|||1|
004FF7231AE30EF0676557421557BD3401|004FF7231AE30EF0676557421557BD34|01|1|1||1|1||||2007|||2|70|punto alcaldia municipal|2.57030592516483|2.58604897770733|1|1|1|59|6|1|||1|
004FF7231AE30EF07C95FA11D89DA8C501|004FF7231AE30EF07C95FA11D89DA8C5|01|1|1||1||||1||||2|70|punto alcaldia municipal|3.05810965797783|3.07634469837518|1|1|1|56|6|1|||1|
